Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_N_10-6_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,66.9,69.2,31.8,0.000,1291,1529,1757,1.0,1.0,0.9,37.706,37.116,0.439,0.151,131551,37116,43937,50499,0.0119331,1.1837886,0.108,-4.317, - ,0.0040194,1.3605781,-0.016,-0.027, - ,0.0111285,-4.627,1.100599,0.0020052,-0.017,0.200115,0.0004023,-0.009
AW_N_10-6_-0000.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.0,32.0,0.000,1278,1512,1738,1.3,1.4,1.3,37.383,36.797,0.436,0.150,130419,36797,43556,50065,0.0119320,1.1836809,0.017,-4.408, - ,0.0040194,1.3605693,-0.023,-0.034, - ,0.0111274,-4.724,1.100493,0.0020052,-0.023,0.200114,0.0004023,-0.012
AW_N_10-6_-0000.dxf,3*, - , - ,CO2 Lhyges,156.8,186.0,188.7,32.0,0.000,1280,1515,1741,1.4,1.6,1.5,37.435,36.848,0.436,0.150,130600,36848,43616,50136,0.0119318,1.1836609,0.000,-4.425, - ,0.0040195,1.3606005,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_N_10-6_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,243.9,248.3,31.8,0.000,1276,1510,1736,1.5,1.6,1.5,37.339,36.754,0.435,0.150,130266,36754,43504,50008,0.0119317,1.1836453,-0.013,-4.438, - ,0.0040196,1.3606167,0.012,0.001, - ,0.0111270,-4.757,1.100456,0.0020052,0.012,0.200121,0.0004023,0.006
AW_N_10-6_-0000.dxf,10+,S-Metolachlor,9,CO2 Lhyges,2234.6,2241.3,2249.3,14.6, - ,268,308,355,251.9,292.1,331.7,2.221,2.154,0.025,0.009,7495,2154,2485,2856,0.0116265,1.1533673,-25.593,-29.904,-1.011,0.0039157,1.3254559,-25.830,-25.841,-0.645,0.0108326,-31.092,1.071649,0.0019535,-25.800,0.194966,0.0003969,-13.397
AW_N_10-6_-0000.dxf,11+,S-Metolachlor,10,CO2 Lhyges,2234.6,2241.3,2249.3,14.6, - ,267,307,353,286.3,329.0,375.4,2.203,2.137,0.025,0.009,7436,2137,2465,2834,0.0116270,1.1534184,-25.550,-29.861,0.044,0.0039181,1.3262811,-25.224,-25.234,0.623,0.0108328,-31.069,1.071675,0.0019547,-25.193,0.195087,0.0003971,-13.080
AW_N_10-6_-0000.dxf,12+,S-Metolachlor,11,CO2 Lhyges,2234.6,2241.3,2249.3,14.6, - ,263,303,349,62.0,64.6,79.9,2.151,2.087,0.024,0.008,7260,2087,2404,2769,0.0116152,1.1522531,-26.534,-30.842,-1.010,0.0039205,1.3270935,-24.627,-24.637,0.613,0.0108208,-32.142,1.070500,0.0019559,-24.592,0.195207,0.0003972,-12.766
AW_N_10-6_-0000.dxf,13+,S-Metolachlor,12,CO2 Lhyges,2234.6,2241.3,2249.3,14.6, - ,262,301,347,134.5,142.1,176.5,2.131,2.067,0.024,0.008,7191,2067,2384,2740,0.0116239,1.1531169,-25.805,-30.115,0.750,0.0039167,1.3257881,-25.586,-25.596,-0.984,0.0108300,-31.327,1.071392,0.0019540,-25.555,0.195015,0.0003970,-13.269
AW_N_10-6_-0000.dxf,7, - , - ,CO2 Lhyges,2764.2,2782.6,2796.0,31.8,0.000,1282,1517,1743,1.0,1.0,0.8,37.392,36.806,0.436,0.150,130457,36806,43573,50079,0.0119338,1.1838618,0.170,-4.256, - ,0.0040196,1.3606259,0.019,0.008, - ,0.0111292,-4.563,1.100669,0.0020052,0.018,0.200122,0.0004023,0.009
AW_N_10-6_-0000.dxf,8, - , - ,CO2 Lhyges,2823.8,2853.3,2855.8,32.0,0.000,1283,1519,1746,1.3,1.4,1.3,37.501,36.913,0.437,0.151,130832,36913,43697,50222,0.0119329,1.1837627,0.086,-4.339, - ,0.0040194,1.3605486,-0.038,-0.049, - ,0.0111282,-4.650,1.100574,0.0020051,-0.038,0.200111,0.0004023,-0.020
