Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_T_6-1_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,65.6,69.2,31.8,0.000,1285,1520,1747,1.0,1.1,0.9,37.538,36.950,0.437,0.151,130885,36950,43706,50229,0.0119330,1.1828432,0.099,-4.326, - ,0.0040194,1.3593517,-0.035,-0.045, - ,0.0111284,-4.636,1.100590,0.0020051,-0.035,0.200112,0.0004023,-0.018
AW_T_6-1_-0000.dxf,2, - , - ,CO2 Lhyges,97.2,111.6,129.0,31.8,0.000,1272,1505,1729,1.3,1.5,1.4,37.254,36.671,0.434,0.150,129893,36671,43372,49850,0.0119321,1.1827493,0.020,-4.405, - ,0.0040195,1.3593872,-0.009,-0.019, - ,0.0111274,-4.721,1.100496,0.0020052,-0.009,0.200117,0.0004023,-0.004
AW_T_6-1_-0000.dxf,3*, - , - ,CO2 Lhyges,156.8,185.6,188.7,32.0,0.000,1272,1505,1729,1.4,1.5,1.5,37.229,36.647,0.433,0.149,129807,36647,43343,49817,0.0119318,1.1827257,0.000,-4.425, - ,0.0040195,1.3593989,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_T_6-1_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,230.5,248.3,31.8,0.000,1271,1504,1728,1.5,1.6,1.6,37.247,36.664,0.434,0.150,129867,36664,43363,49840,0.0119319,1.1827317,0.005,-4.420, - ,0.0040195,1.3593808,-0.013,-0.024, - ,0.0111272,-4.737,1.100479,0.0020052,-0.013,0.200116,0.0004023,-0.007
AW_T_6-1_-0000.dxf,10+,S-Metolachlor,9,CO2 Lhyges,2234.0,2241.1,2249.0,15.0, - ,212,244,281,376.3,433.0,496.7,1.842,1.787,0.021,0.007,6208,1787,2056,2366,0.0116082,1.1506474,-27.122,-31.427,0.905,0.0039150,1.3240462,-26.006,-26.016,0.546,0.0108144,-32.718,1.069871,0.0019531,-25.972,0.194931,0.0003969,-13.487
AW_T_6-1_-0000.dxf,11+,S-Metolachlor,10,CO2 Lhyges,2234.0,2241.1,2249.0,15.0, - ,209,241,277,469.3,530.7,618.8,1.801,1.747,0.020,0.007,6073,1747,2014,2312,0.0116277,1.1525812,-25.487,-29.799,1.681,0.0039136,1.3235927,-26.340,-26.350,-0.343,0.0108341,-30.960,1.071794,0.0019524,-26.310,0.194864,0.0003968,-13.664
AW_T_6-1_-0000.dxf,12+,S-Metolachlor,9,CO2 Lhyges,2234.0,2241.1,2249.0,15.0, - ,220,253,291,91.9,106.2,121.4,1.970,1.911,0.022,0.008,6639,1911,2199,2529,0.0116074,1.1505636,-27.193,-31.497,0.832,0.0039124,1.3231797,-26.644,-26.654,-0.109,0.0108138,-32.770,1.069814,0.0019518,-26.610,0.194804,0.0003968,-13.820
AW_T_6-1_-0000.dxf,14+,S-Metolachlor,9,CO2 Lhyges,2234.0,2241.1,2249.0,15.0, - ,195,224,258,-410.9,-478.0,-541.2,1.577,1.529,0.018,0.006,5314,1529,1759,2025,0.0116054,1.1503645,-27.361,-31.665,0.658,0.0039158,1.3243078,-25.814,-25.824,0.743,0.0108115,-32.981,1.069583,0.0019535,-25.779,0.194970,0.0003969,-13.386
AW_T_6-1_-0000.dxf,7, - , - ,CO2 Lhyges,2764.2,2791.4,2796.0,31.8,0.000,1277,1510,1735,1.0,1.0,0.8,37.202,36.620,0.433,0.149,129710,36620,43316,49775,0.0119331,1.1828538,0.108,-4.317, - ,0.0040191,1.3592468,-0.112,-0.123, - ,0.0111285,-4.623,1.100603,0.0020050,-0.112,0.200096,0.0004023,-0.058
AW_T_6-1_-0000.dxf,8, - , - ,CO2 Lhyges,2824.0,2853.5,2855.8,31.8,0.000,1282,1517,1742,1.3,1.4,1.3,37.466,36.879,0.436,0.150,130619,36879,43616,50124,0.0119313,1.1826696,-0.047,-4.472, - ,0.0040188,1.3591483,-0.184,-0.195, - ,0.0111267,-4.787,1.100424,0.0020048,-0.184,0.200082,0.0004023,-0.095
