Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_N_5-2_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,66.9,69.2,31.8,0.000,1273,1506,1730,1.0,1.0,0.8,37.116,36.535,0.432,0.149,129450,36535,43243,49672,0.0119335,1.1836111,0.143,-4.282, - ,0.0040198,1.3595773,0.082,0.071, - ,0.0111288,-4.593,1.100636,0.0020054,0.081,0.200135,0.0004023,0.042
AW_N_5-2_-0000.dxf,2, - , - ,CO2 Lhyges,97.2,126.4,129.0,31.8,0.000,1262,1494,1716,1.3,1.4,1.3,36.947,36.369,0.430,0.148,128857,36369,43042,49446,0.0119323,1.1834845,0.036,-4.389, - ,0.0040199,1.3595798,0.083,0.073, - ,0.0111276,-4.708,1.100511,0.0020054,0.083,0.200135,0.0004023,0.043
AW_N_5-2_-0000.dxf,3*, - , - ,CO2 Lhyges,157.0,186.2,188.7,31.8,0.000,1264,1496,1718,1.4,1.6,1.5,36.955,36.376,0.430,0.148,128876,36376,43049,49452,0.0119318,1.1834418,0.000,-4.425, - ,0.0040195,1.3594664,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_N_5-2_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,245.4,248.5,32.0,0.000,1263,1495,1717,1.4,1.6,1.6,36.976,36.397,0.431,0.148,128951,36397,43074,49481,0.0119317,1.1834328,-0.008,-4.432, - ,0.0040195,1.3594667,0.000,-0.010, - ,0.0111271,-4.751,1.100463,0.0020052,0.000,0.200119,0.0004023,0.000
AW_N_5-2_-0000.dxf,12+,S-Metolachlor,11,CO2 Lhyges,2249.7,2255.1,2262.2,12.5, - ,147,169,195,-1048.3,-1225.0,-1420.3,1.074,1.042,0.012,0.004,3630,1042,1202,1386,0.0116350,1.1539979,-24.880,-29.194,0.646,0.0039320,1.3298690,-21.771,-21.782,-0.341,0.0108394,-30.484,1.072315,0.0019616,-21.738,0.195777,0.0003978,-11.276
AW_N_5-2_-0000.dxf,13+,S-Metolachlor,10,CO2 Lhyges,2249.7,2255.1,2262.2,12.5, - ,156,180,207,-654.0,-771.6,-889.6,1.193,1.157,0.013,0.005,4031,1157,1335,1539,0.0116351,1.1540128,-24.867,-29.182,-0.962,0.0039352,1.3309415,-20.982,-20.993,0.013,0.0108392,-30.500,1.072297,0.0019632,-20.948,0.195935,0.0003980,-10.864
AW_N_5-2_-0000.dxf,14+,S-Metolachlor,13,CO2 Lhyges,2249.7,2255.1,2262.2,12.5, - ,153,176,203,-437.0,-528.4,-584.6,1.150,1.116,0.013,0.004,3888,1116,1287,1485,0.0116319,1.1536944,-25.136,-29.450,-0.276,0.0039352,1.3309597,-20.969,-20.979,0.014,0.0108360,-30.788,1.071983,0.0019632,-20.934,0.195938,0.0003980,-10.857
AW_N_5-2_-0000.dxf,6, - , - ,CO2 Lhyges,2287.5,2288.1,2290.4,2.9,0.000,164,189,216,0.9,1.0,0.8,0.277,0.273,0.003,0.001,961,273,319,370,0.0117708,1.1674727,-13.494,-17.859, - ,0.0040038,1.3541658,-3.899,-3.910, - ,0.0109678,-19.000,1.084879,0.0019974,-3.871,0.199346,0.0004015,-1.999
AW_N_5-2_-0000.dxf,7, - , - ,CO2 Lhyges,2764.4,2793.9,2796.2,31.8,0.000,1265,1498,1720,0.9,1.0,0.8,36.857,36.279,0.429,0.148,128546,36279,42943,49324,0.0119340,1.1836620,0.186,-4.239, - ,0.0040198,1.3595555,0.066,0.055, - ,0.0111294,-4.547,1.100687,0.0020053,0.065,0.200132,0.0004023,0.034
AW_N_5-2_-0000.dxf,8, - , - ,CO2 Lhyges,2824.2,2853.7,2856.0,31.8,0.000,1268,1501,1724,1.3,1.4,1.3,37.071,36.490,0.432,0.149,129284,36490,43185,49609,0.0119322,1.1834816,0.034,-4.391, - ,0.0040196,1.3595111,0.033,0.022, - ,0.0111276,-4.708,1.100510,0.0020053,0.033,0.200125,0.0004023,0.017
