Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_N_8-2_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,66.9,69.2,31.8,0.000,1246,1475,1696,1.0,1.0,0.9,36.364,35.794,0.424,0.146,126883,35794,42375,48715,0.0119338,1.1838690,0.162,-4.263, - ,0.0040196,1.3609791,0.011,0.001, - ,0.0111291,-4.571,1.100661,0.0020052,0.011,0.200121,0.0004023,0.006
AW_N_8-2_-0000.dxf,2, - , - ,CO2 Lhyges,97.2,111.8,129.0,31.8,0.000,1236,1464,1683,1.3,1.4,1.3,36.202,35.634,0.422,0.145,126314,35634,42182,48498,0.0119326,1.1837557,0.066,-4.359, - ,0.0040196,1.3609932,0.022,0.011, - ,0.0111280,-4.673,1.100549,0.0020052,0.022,0.200123,0.0004023,0.011
AW_N_8-2_-0000.dxf,3*, - , - ,CO2 Lhyges,157.0,186.2,188.7,31.8,0.000,1238,1465,1685,1.4,1.5,1.4,36.198,35.631,0.422,0.145,126299,35631,42176,48492,0.0119318,1.1836773,0.000,-4.425, - ,0.0040195,1.3609635,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_N_8-2_-0000.dxf,4, - , - ,CO2 Lhyges,216.7,236.0,248.5,31.8,0.000,1239,1466,1686,1.4,1.5,1.4,36.233,35.665,0.422,0.146,126422,35665,42217,48540,0.0119320,1.1836980,0.017,-4.407, - ,0.0040197,1.3610129,0.036,0.026, - ,0.0111274,-4.726,1.100491,0.0020053,0.036,0.200126,0.0004023,0.019
AW_N_8-2_-0000.dxf,11+,S-Metolachlor,10,CO2 Lhyges,2249.7,2254.5,2261.4,11.7, - ,112,130,150,136.3,157.8,181.1,0.826,0.802,0.009,0.003,2800,802,926,1073,0.0116475,1.1554680,-23.832,-28.151,-1.573,0.0039530,1.3384276,-16.559,-16.569,3.543,0.0108497,-29.561,1.073325,0.0019721,-16.521,0.196819,0.0003989,-8.559
AW_N_8-2_-0000.dxf,12+,S-Metolachlor,10,CO2 Lhyges,2249.7,2254.5,2261.4,11.7, - ,111,129,148,261.5,312.0,318.5,0.813,0.789,0.009,0.003,2754,789,912,1053,0.0116592,1.1566306,-22.850,-27.173,-0.569,0.0039425,1.3348997,-19.151,-19.161,0.898,0.0108625,-28.416,1.074578,0.0019669,-19.119,0.196300,0.0003983,-9.912
AW_N_8-2_-0000.dxf,13+,S-Metolachlor,12,CO2 Lhyges,2249.7,2254.5,2261.4,11.7, - ,131,152,175,-442.2,-514.5,-674.8,1.049,1.017,0.012,0.004,3553,1017,1175,1360,0.0116414,1.1548651,-24.341,-28.658,-1.526,0.0039488,1.3370366,-17.581,-17.591,1.601,0.0108441,-30.066,1.072772,0.0019700,-17.544,0.196615,0.0003987,-9.091
AW_N_8-2_-0000.dxf,16+,S-Metolachlor,11,CO2 Lhyges,2249.7,2254.5,2261.4,11.7, - ,121,140,162,-328.1,-397.6,-456.5,0.931,0.903,0.010,0.004,3155,903,1043,1209,0.0116379,1.1545234,-24.630,-28.946,-0.818,0.0039538,1.3387100,-16.351,-16.362,0.211,0.0108401,-30.421,1.072384,0.0019725,-16.312,0.196861,0.0003989,-8.450
AW_N_8-2_-0000.dxf,7, - , - ,CO2 Lhyges,2764.4,2793.5,2796.0,31.6,0.000,1235,1462,1681,0.9,1.0,0.8,35.984,35.420,0.419,0.145,125568,35420,41936,48212,0.0119348,1.1839744,0.251,-4.175, - ,0.0040201,1.3611473,0.135,0.124, - ,0.0111301,-4.480,1.100760,0.0020055,0.135,0.200146,0.0004024,0.069
AW_N_8-2_-0000.dxf,8, - , - ,CO2 Lhyges,2824.0,2853.5,2855.8,31.8,0.000,1240,1467,1688,1.3,1.4,1.3,36.253,35.685,0.422,0.146,126496,35685,42244,48567,0.0119332,1.1838135,0.115,-4.310, - ,0.0040196,1.3609810,0.013,0.002, - ,0.0111285,-4.621,1.100606,0.0020052,0.013,0.200121,0.0004023,0.006
