Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_N_4-6_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,66.9,69.2,31.8,0.000,1293,1531,1759,1.0,1.1,0.9,37.797,37.205,0.440,0.152,131869,37205,44041,50622,0.0119331,1.1837525,0.111,-4.314, - ,0.0040195,1.3606386,-0.000,-0.011, - ,0.0111285,-4.625,1.100602,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_N_4-6_-0000.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.0,32.0,0.000,1281,1517,1743,1.3,1.5,1.4,37.542,36.953,0.437,0.151,130972,36953,43740,50278,0.0119322,1.1836593,0.032,-4.393, - ,0.0040193,1.3605758,-0.046,-0.057, - ,0.0111276,-4.707,1.100512,0.0020051,-0.046,0.200109,0.0004023,-0.024
AW_N_4-6_-0000.dxf,3*, - , - ,CO2 Lhyges,156.8,186.2,188.5,31.8,0.000,1276,1510,1735,1.4,1.6,1.5,37.332,36.747,0.435,0.150,130240,36747,43494,49999,0.0119318,1.1836212,0.000,-4.425, - ,0.0040195,1.3606388,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_N_4-6_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,246.0,248.3,31.8,0.000,1279,1514,1740,1.5,1.6,1.5,37.427,36.840,0.436,0.150,130569,36840,43605,50125,0.0119318,1.1836146,-0.006,-4.430, - ,0.0040194,1.3605950,-0.032,-0.043, - ,0.0111271,-4.748,1.100467,0.0020051,-0.032,0.200112,0.0004023,-0.017
AW_N_4-6_-0000.dxf,5,S-Metolachlor, - ,CO2 Lhyges,2228.1,2240.9,2248.2,20.1,0.000,271,311,359,113.7,131.5,150.4,2.147,2.114,0.024,0.008,7352,2114,2434,2804,0.0116089,1.1515860,-27.065,-31.370, - ,0.0039180,1.3262631,-25.264,-25.275, - ,0.0108148,-32.685,1.069906,0.0019546,-25.230,0.195080,0.0003971,-13.099
AW_N_4-6_-0000.dxf,8+,S-Metolachlor,5,CO2 Lhyges,2228.1,2240.9,2248.2,20.1, - ,292,335,387,324.6,377.1,426.3,2.596,2.518,0.029,0.010,8761,2518,2903,3341,0.0116230,1.1529858,-25.883,-30.193,1.216,0.0039197,1.3268403,-24.840,-24.850,0.435,0.0108287,-31.439,1.071270,0.0019555,-24.808,0.195164,0.0003971,-12.879
AW_N_4-6_-0000.dxf,9+,S-Metolachlor,5,CO2 Lhyges,2232.3,2240.9,2248.8,16.5, - ,271,311,359,113.7,131.5,150.4,2.129,2.065,0.024,0.008,7183,2065,2379,2739,0.0116132,1.1520172,-26.701,-31.008,0.374,0.0039184,1.3263965,-25.166,-25.177,0.101,0.0108191,-32.300,1.070328,0.0019548,-25.132,0.195099,0.0003971,-13.048
AW_N_4-6_-0000.dxf,10+,S-Metolachlor,9,CO2 Lhyges,2234.6,2240.9,2248.2,13.6, - ,271,311,359,113.7,131.5,150.4,2.011,1.950,0.022,0.008,6784,1950,2247,2587,0.0116154,1.1522334,-26.518,-30.826,0.188,0.0039183,1.3263615,-25.192,-25.202,-0.026,0.0108213,-32.104,1.070542,0.0019548,-25.159,0.195094,0.0003971,-13.062
AW_N_4-6_-0000.dxf,11+,S-Metolachlor,10,CO2 Lhyges,2234.6,2240.9,2248.2,13.6, - ,291,335,386,327.2,378.1,431.5,2.294,2.225,0.026,0.009,7742,2225,2566,2950,0.0116247,1.1531537,-25.741,-30.052,0.799,0.0039165,1.3257591,-25.635,-25.645,-0.454,0.0108307,-31.258,1.071469,0.0019539,-25.604,0.195005,0.0003970,-13.294
AW_N_4-6_-0000.dxf,6, - , - ,CO2 Lhyges,2764.0,2793.5,2795.8,31.8,0.000,1281,1516,1743,1.0,1.0,0.9,37.343,36.758,0.435,0.150,130288,36758,43515,50015,0.0119339,1.1838296,0.176,-4.249, - ,0.0040195,1.3606393,0.000,-0.010, - ,0.0111293,-4.555,1.100678,0.0020052,0.000,0.200119,0.0004023,0.000
AW_N_4-6_-0000.dxf,7, - , - ,CO2 Lhyges,2823.8,2853.3,2855.6,31.8,0.000,1286,1522,1749,1.3,1.4,1.4,37.629,37.040,0.438,0.151,131280,37040,43844,50396,0.0119326,1.1836939,0.061,-4.363, - ,0.0040194,1.3606018,-0.027,-0.038, - ,0.0111279,-4.676,1.100545,0.0020051,-0.027,0.200113,0.0004023,-0.014
