Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_N_4-5_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,66.9,69.2,31.8,0.000,1294,1531,1760,1.0,1.0,0.9,37.746,37.154,0.440,0.152,131684,37154,43980,50550,0.0119331,1.1837092,0.106,-4.319, - ,0.0040193,1.3605462,-0.052,-0.062, - ,0.0111285,-4.628,1.100598,0.0020051,-0.052,0.200108,0.0004023,-0.027
AW_N_4-5_-0000.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.0,32.0,0.000,1277,1512,1738,1.3,1.5,1.4,37.446,36.859,0.436,0.150,130634,36859,43627,50148,0.0119323,1.1836303,0.039,-4.385, - ,0.0040193,1.3605381,-0.058,-0.068, - ,0.0111277,-4.699,1.100520,0.0020051,-0.058,0.200107,0.0004023,-0.030
AW_N_4-5_-0000.dxf,3*, - , - ,CO2 Lhyges,157.0,185.8,188.7,31.8,0.000,1279,1514,1740,1.4,1.6,1.4,37.361,36.775,0.435,0.150,130339,36775,43527,50037,0.0119318,1.1835836,0.000,-4.425, - ,0.0040195,1.3606167,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_N_4-5_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,238.5,248.3,31.8,0.000,1278,1513,1739,1.5,1.6,1.5,37.405,36.819,0.436,0.150,130492,36819,43579,50094,0.0119321,1.1836068,0.020,-4.405, - ,0.0040194,1.3605682,-0.036,-0.046, - ,0.0111274,-4.721,1.100496,0.0020051,-0.036,0.200112,0.0004023,-0.018
AW_N_4-5_-0000.dxf,5,S-Metolachlor, - ,CO2 Lhyges,2228.1,2240.5,2248.0,19.9,0.000,276,318,366,113.9,131.7,150.7,2.161,2.128,0.025,0.008,7400,2128,2451,2821,0.0116116,1.1518236,-26.834,-31.140, - ,0.0039172,1.3259917,-25.448,-25.458, - ,0.0108176,-32.431,1.070185,0.0019542,-25.414,0.195043,0.0003970,-13.195
AW_N_4-5_-0000.dxf,8+,S-Metolachlor,5,CO2 Lhyges,2228.1,2240.5,2248.0,19.9, - ,296,341,392,347.9,398.7,460.2,2.591,2.513,0.029,0.010,8745,2513,2898,3334,0.0116251,1.1531535,-25.710,-30.021,1.155,0.0039184,1.3263860,-25.158,-25.169,0.297,0.0108309,-31.243,1.071485,0.0019548,-25.127,0.195100,0.0003971,-13.045
AW_N_4-5_-0000.dxf,9+,S-Metolachlor,8,CO2 Lhyges,2231.9,2240.5,2248.2,16.3, - ,296,341,392,347.9,398.7,460.2,2.476,2.401,0.028,0.010,8354,2401,2769,3184,0.0116250,1.1531524,-25.711,-30.022,-0.001,0.0039179,1.3262277,-25.275,-25.285,-0.119,0.0108309,-31.239,1.071489,0.0019546,-25.243,0.195077,0.0003971,-13.106
AW_N_4-5_-0000.dxf,10+,S-Metolachlor,9,CO2 Lhyges,2231.9,2240.5,2248.2,16.3, - ,296,340,392,341.4,390.5,448.9,2.475,2.400,0.028,0.010,8349,2400,2765,3183,0.0116153,1.1521847,-26.529,-30.836,-0.839,0.0039179,1.3262150,-25.284,-25.294,-0.010,0.0108212,-32.112,1.070534,0.0019546,-25.250,0.195075,0.0003971,-13.110
AW_N_4-5_-0000.dxf,6, - , - ,CO2 Lhyges,2764.0,2793.5,2795.8,31.8,0.000,1285,1521,1748,1.0,1.0,0.9,37.457,36.870,0.436,0.150,130681,36870,43646,50165,0.0119340,1.1838028,0.185,-4.240, - ,0.0040195,1.3606000,-0.012,-0.023, - ,0.0111294,-4.545,1.100689,0.0020052,-0.013,0.200116,0.0004023,-0.007
AW_N_4-5_-0000.dxf,7, - , - ,CO2 Lhyges,2823.8,2853.1,2855.6,31.8,0.000,1281,1517,1743,1.3,1.4,1.3,37.474,36.887,0.437,0.151,130736,36887,43662,50186,0.0119328,1.1836803,0.082,-4.343, - ,0.0040193,1.3605363,-0.059,-0.070, - ,0.0111282,-4.654,1.100570,0.0020051,-0.059,0.200107,0.0004023,-0.031
