Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_T_8-3_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,66.9,69.2,31.8,0.000,1250,1479,1699,1.0,1.0,0.9,36.493,35.922,0.425,0.147,127280,35922,42510,48848,0.0119337,1.1834006,0.158,-4.267, - ,0.0040197,1.3598465,0.040,0.029, - ,0.0111290,-4.576,1.100655,0.0020053,0.039,0.200127,0.0004023,0.020
AW_T_8-3_-0000.dxf,2, - , - ,CO2 Lhyges,97.2,126.0,129.0,31.8,0.000,1241,1469,1688,1.3,1.4,1.4,36.343,35.774,0.423,0.146,126749,35774,42330,48645,0.0119321,1.1832456,0.027,-4.397, - ,0.0040195,1.3597706,-0.016,-0.027, - ,0.0111275,-4.713,1.100504,0.0020052,-0.016,0.200115,0.0004023,-0.008
AW_T_8-3_-0000.dxf,3*, - , - ,CO2 Lhyges,157.0,186.0,188.7,31.8,0.000,1241,1468,1688,1.4,1.5,1.4,36.323,35.754,0.423,0.146,126676,35754,42304,48618,0.0119318,1.1832134,0.000,-4.425, - ,0.0040195,1.3597925,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_T_8-3_-0000.dxf,4, - , - ,CO2 Lhyges,216.7,246.0,248.5,31.8,0.000,1241,1469,1688,1.4,1.6,1.5,36.340,35.770,0.423,0.146,126737,35770,42325,48641,0.0119322,1.1832470,0.028,-4.396, - ,0.0040196,1.3598166,0.018,0.007, - ,0.0111275,-4.713,1.100505,0.0020052,0.018,0.200122,0.0004023,0.009
AW_T_8-3_-0000.dxf,11+,S-Metolachlor,9,CO2 Lhyges,2250.1,2254.7,2261.4,11.3, - ,121,140,161,112.4,123.1,121.3,0.847,0.821,0.009,0.003,2868,821,948,1098,0.0116437,1.1546418,-24.148,-28.465,-1.291,0.0039511,1.3366631,-17.010,-17.020,3.435,0.0108461,-29.881,1.072975,0.0019712,-16.972,0.196729,0.0003988,-8.794
AW_T_8-3_-0000.dxf,13+,S-Metolachlor,11,CO2 Lhyges,2250.1,2254.7,2261.4,11.3, - ,121,140,161,112.4,123.1,121.3,0.847,0.821,0.009,0.003,2868,821,948,1098,0.0116437,1.1546418,-24.148,-28.465,0.000,0.0039511,1.3366631,-17.010,-17.020,0.000,0.0108461,-29.881,1.072975,0.0019712,-16.972,0.196729,0.0003988,-8.794
AW_T_8-3_-0000.dxf,14+,S-Metolachlor,13,CO2 Lhyges,2250.1,2254.7,2261.4,11.3, - ,123,142,163,-42.5,-52.6,-65.6,0.867,0.841,0.010,0.003,2932,841,970,1121,0.0116388,1.1541591,-24.555,-28.871,-0.418,0.0039422,1.3336201,-19.247,-19.258,-2.277,0.0108422,-30.232,1.072590,0.0019667,-19.211,0.196282,0.0003983,-9.960
AW_T_8-3_-0000.dxf,15+,S-Metolachlor,11,CO2 Lhyges,2250.1,2254.7,2261.4,11.3, - ,117,135,156,79.1,77.6,91.4,0.798,0.774,0.009,0.003,2701,774,894,1034,0.0116463,1.1548979,-23.931,-28.250,0.222,0.0039489,1.3359010,-17.570,-17.580,-0.570,0.0108489,-29.629,1.073251,0.0019700,-17.534,0.196617,0.0003987,-9.086
AW_T_8-3_-0000.dxf,7, - , - ,CO2 Lhyges,2764.4,2793.5,2796.0,31.6,0.000,1245,1473,1692,0.9,1.0,0.8,36.232,35.665,0.422,0.145,126372,35665,42210,48497,0.0119349,1.1835192,0.258,-4.167, - ,0.0040196,1.3598227,0.022,0.012, - ,0.0111302,-4.468,1.100773,0.0020052,0.022,0.200123,0.0004023,0.011
AW_T_8-3_-0000.dxf,8, - , - ,CO2 Lhyges,2824.0,2853.5,2855.8,31.8,0.000,1247,1476,1696,1.3,1.4,1.2,36.467,35.896,0.425,0.146,127185,35896,42477,48812,0.0119331,1.1833399,0.107,-4.318, - ,0.0040196,1.3598212,0.021,0.011, - ,0.0111284,-4.630,1.100596,0.0020052,0.021,0.200123,0.0004023,0.011
