Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W0_1-7.dxf,1, - , - ,CO2 Lhyges,37.2,66.7,69.4,32.2,0.000,1417,1664,1905,4.3,-0.5,1.0,41.257,40.616,0.477,0.164,142949,40616,47714,54618,0.0119462,1.1747448,0.228,-3.225, - ,0.0040200,1.3447303,0.106,0.098, - ,0.0111415,-3.461,1.101874,0.0020054,0.106,0.200140,0.0004023,0.055
AO_W0_1-7.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.2,32.2,0.000,1408,1654,1893,5.0,0.3,1.9,41.135,40.496,0.476,0.163,142513,40496,47566,54451,0.0119448,1.1746073,0.111,-3.341, - ,0.0040196,1.3446160,0.021,0.013, - ,0.0111401,-3.582,1.101741,0.0020052,0.021,0.200123,0.0004023,0.011
AO_W0_1-7.dxf,3*, - , - ,CO2 Lhyges,156.8,186.2,188.9,32.2,0.000,1408,1653,1893,5.2,0.5,2.2,41.169,40.529,0.476,0.163,142624,40529,47600,54495,0.0119435,1.1744772,0.000,-3.452, - ,0.0040195,1.3445872,0.000,-0.008, - ,0.0111388,-3.700,1.101613,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W0_1-7.dxf,4, - , - ,CO2 Lhyges,216.5,246.0,248.7,32.2,0.000,1410,1656,1896,5.2,0.6,2.3,41.214,40.574,0.477,0.164,142781,40574,47654,54553,0.0119438,1.1745037,0.023,-3.429, - ,0.0040194,1.3445391,-0.036,-0.044, - ,0.0111391,-3.675,1.101640,0.0020051,-0.036,0.200112,0.0004023,-0.019
AO_W0_1-7.dxf,5, - , - ,CO2 Lhyges,1749.5,1768.6,1780.1,30.5,0.000,315,356,424,204.6,228.8,268.3,4.472,4.404,0.050,0.018,15388,4404,5014,5970,0.0115767,1.1384077,-30.711,-34.057, - ,0.0040523,1.3555656,8.165,8.157, - ,0.0107686,-36.814,1.065389,0.0020217,8.248,0.201766,0.0004040,4.248
AO_W0_1-7.dxf,6, - , - ,CO2 Lhyges,1780.7,1784.9,1788.4,7.7,0.000,22,25,29,304.1,342.7,404.1,0.105,0.103,0.001,0.000,360,103,118,139,0.0116029,1.1409833,-28.518,-31.871, - ,0.0040215,1.3452547,0.496,0.488, - ,0.0107980,-34.186,1.068264,0.0020063,0.565,0.200232,0.0004024,0.292
AO_W0_1-7.dxf,7, - , - ,CO2 Lhyges,1808.5,1816.0,1824.6,16.1,0.000,115,133,154,310.1,349.7,412.5,0.996,0.981,0.011,0.004,3423,981,1128,1313,0.0116896,1.1495110,-21.257,-24.636, - ,0.0040018,1.3386688,-4.402,-4.410, - ,0.0108868,-26.247,1.076951,0.0019965,-4.356,0.199249,0.0004014,-2.250
AO_W0_1-7.dxf,8, - , - ,CO2 Lhyges,1881.2,1885.8,1889.8,8.6,0.000,21,24,28,306.2,345.5,407.4,0.112,0.110,0.001,0.000,384,110,126,148,0.0115919,1.1398996,-29.441,-32.791, - ,0.0040122,1.3421295,-1.828,-1.836, - ,0.0107879,-35.085,1.067280,0.0020017,-1.760,0.199767,0.0004020,-0.908
AO_W0_1-7.dxf,9, - , - ,CO2 Lhyges,1891.4,1918.6,1939.3,47.9,0.000,440,506,589,314.3,354.7,418.4,5.341,5.259,0.060,0.021,18312,5259,6018,7035,0.0116349,1.1441293,-25.840,-29.202, - ,0.0039989,1.3376722,-5.143,-5.151, - ,0.0108323,-31.114,1.071625,0.0019950,-5.087,0.199103,0.0004013,-2.628
AO_W0_1-7.dxf,10, - , - ,CO2 Lhyges,1940.4,1946.6,1955.2,14.8,0.000,38,44,51,340.4,384.5,453.4,0.261,0.257,0.003,0.001,894,257,295,343,0.0116535,1.1459579,-24.283,-27.650, - ,0.0039811,1.3317251,-9.566,-9.574, - ,0.0108528,-29.286,1.073626,0.0019861,-9.519,0.198218,0.0004003,-4.923
