Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W0_1-1.dxf,1, - , - ,CO2 Lhyges,37.2,65.8,69.4,32.2,0.000,1465,1722,1970,4.3,-0.5,0.4,42.607,41.945,0.493,0.169,147661,41945,49304,56413,0.0119463,1.1754437,0.236,-3.217, - ,0.0040198,1.3449363,0.072,0.063, - ,0.0111416,-3.451,1.101885,0.0020053,0.071,0.200133,0.0004023,0.037
AO_W0_1-1.dxf,2, - , - ,CO2 Lhyges,97.0,126.2,129.2,32.2,0.000,1455,1710,1957,5.0,0.3,1.4,42.480,41.820,0.492,0.169,147217,41820,49150,56246,0.0119448,1.1752922,0.107,-3.345, - ,0.0040199,1.3449759,0.101,0.093, - ,0.0111401,-3.590,1.101733,0.0020054,0.101,0.200139,0.0004023,0.052
AO_W0_1-1.dxf,3*, - , - ,CO2 Lhyges,156.8,186.2,188.9,32.2,0.000,1459,1714,1962,5.2,0.5,1.7,42.564,41.902,0.492,0.169,147496,41902,49242,56352,0.0119435,1.1751667,0.000,-3.452, - ,0.0040195,1.3448399,0.000,-0.008, - ,0.0111388,-3.700,1.101613,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W0_1-1.dxf,4, - , - ,CO2 Lhyges,216.3,245.8,248.5,32.2,0.000,1458,1714,1961,5.3,0.6,1.8,42.611,41.949,0.493,0.169,147661,41949,49297,56414,0.0119436,1.1751732,0.005,-3.446, - ,0.0040195,1.3448310,-0.007,-0.015, - ,0.0111389,-3.694,1.101619,0.0020052,-0.007,0.200117,0.0004023,-0.003
AO_W0_1-1.dxf,5, - , - ,CO2 Lhyges,1749.5,1923.8,1929.7,180.2,0.000,373,430,500,118.7,130.4,150.7,20.673,20.356,0.234,0.083,71296,20356,23412,27528,0.0116890,1.1501229,-21.311,-24.689, - ,0.0040418,1.3522960,5.544,5.536, - ,0.0108820,-26.674,1.076484,0.0020164,5.602,0.201238,0.0004035,2.887
AO_W0_1-1.dxf,6, - , - ,CO2 Lhyges,2095.2,2120.7,2127.2,32.0,0.000,555,635,742,207.2,232.4,271.5,4.550,4.481,0.051,0.018,15604,4481,5136,5987,0.0116493,1.1462210,-24.631,-27.998, - ,0.0039938,1.3362214,-6.409,-6.417, - ,0.0108473,-29.776,1.073089,0.0019925,-6.357,0.198849,0.0004010,-3.285
AO_W0_1-1.dxf,7, - , - ,CO2 Lhyges,2127.2,2129.9,2138.1,10.9,0.000,126,145,168,207.2,232.4,271.5,1.034,1.018,0.012,0.004,3550,1018,1170,1362,0.0116822,1.1494552,-21.879,-25.255, - ,0.0039992,1.3380286,-5.065,-5.073, - ,0.0108796,-26.886,1.076252,0.0019951,-5.018,0.199116,0.0004013,-2.593
AO_W0_1-1.dxf,8, - , - ,CO2 Lhyges,2191.8,2198.5,2210.2,18.4,0.000,145,167,194,217.1,243.8,284.9,1.220,1.201,0.014,0.005,4187,1201,1381,1605,0.0116845,1.1496798,-21.688,-25.065, - ,0.0039932,1.3360294,-6.551,-6.560, - ,0.0108825,-26.627,1.076536,0.0019922,-6.507,0.198819,0.0004010,-3.363
AO_W0_1-1.dxf,9, - , - ,CO2 Lhyges,2216.9,2222.9,2235.7,18.8,0.000,66,76,89,224.0,251.8,294.2,0.494,0.487,0.006,0.002,1697,487,560,650,0.0116888,1.1501105,-21.321,-24.699, - ,0.0039918,1.3355746,-6.890,-6.898, - ,0.0108870,-26.222,1.076978,0.0019915,-6.847,0.198751,0.0004009,-3.539
AO_W0_1-1.dxf,10, - , - ,CO2 Lhyges,2238.8,2246.1,2254.5,15.7,0.000,39,45,53,213.7,239.9,280.4,0.378,0.373,0.004,0.001,1298,373,428,498,0.0116695,1.1482077,-22.941,-26.313, - ,0.0039938,1.3362277,-6.404,-6.412, - ,0.0108675,-27.970,1.075065,0.0019925,-6.357,0.198849,0.0004010,-3.285
AO_W0_1-1.dxf,11, - , - ,CO2 Lhyges,2288.3,2294.2,2300.0,11.7,0.000,20,24,27,202.2,226.7,264.9,0.137,0.135,0.002,0.001,475,135,159,181,0.0119404,1.1748589,-0.262,-3.713, - ,0.0040054,1.3401165,-3.512,-3.520, - ,0.0111372,-3.849,1.101450,0.0019982,-3.516,0.199417,0.0004016,-1.816
