Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W0_1-3.dxf,1, - , - ,CO2 Lhyges,37.2,66.7,69.4,32.2,0.000,1460,1716,1964,4.1,-0.8,0.0,42.249,41.592,0.489,0.168,146456,41592,48900,55964,0.0119490,1.1757146,0.460,-2.993, - ,0.0040202,1.3455454,0.167,0.159, - ,0.0111443,-3.215,1.102143,0.0020055,0.166,0.200152,0.0004024,0.086
AO_W0_1-3.dxf,2, - , - ,CO2 Lhyges,97.0,126.0,129.2,32.2,0.000,1448,1702,1948,4.8,0.1,1.0,42.276,41.619,0.489,0.168,146526,41619,48915,55993,0.0119448,1.1753040,0.111,-3.341, - ,0.0040197,1.3453766,0.042,0.033, - ,0.0111401,-3.583,1.101740,0.0020053,0.041,0.200127,0.0004023,0.021
AO_W0_1-3.dxf,3*, - , - ,CO2 Lhyges,156.8,186.2,188.9,32.2,0.000,1452,1707,1954,5.0,0.3,1.2,42.354,41.696,0.490,0.168,146789,41696,48999,56094,0.0119435,1.1751740,0.000,-3.452, - ,0.0040195,1.3453207,0.000,-0.008, - ,0.0111388,-3.700,1.101613,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W0_1-3.dxf,4, - , - ,CO2 Lhyges,216.3,245.8,248.7,32.4,0.000,1453,1708,1955,5.1,0.4,1.4,42.399,41.740,0.491,0.168,146944,41740,49051,56153,0.0119433,1.1751599,-0.012,-3.464, - ,0.0040195,1.3453097,-0.008,-0.016, - ,0.0111387,-3.713,1.101599,0.0020052,-0.008,0.200117,0.0004023,-0.004
AO_W0_1-3.dxf,5, - , - ,CO2 Lhyges,1749.5,1821.4,1855.1,105.5,0.000,168,194,227,121.8,133.9,155.9,9.372,9.228,0.106,0.038,32375,9228,10611,12536,0.0116864,1.1498823,-21.522,-24.899, - ,0.0040590,1.3585356,9.823,9.815, - ,0.0108777,-27.057,1.076064,0.0020250,9.886,0.202093,0.0004044,5.089
AO_W0_1-3.dxf,6, - , - ,CO2 Lhyges,1895.6,1923.4,1943.5,47.9,0.000,344,395,461,209.7,235.1,275.8,4.411,4.344,0.050,0.017,15143,4344,4978,5821,0.0116473,1.1460299,-24.800,-28.166, - ,0.0040034,1.3399316,-4.006,-4.014, - ,0.0108443,-30.046,1.072794,0.0019973,-3.951,0.199330,0.0004015,-2.041
AO_W0_1-3.dxf,7, - , - ,CO2 Lhyges,1945.0,1950.8,1958.7,13.8,0.000,21,24,29,237.5,266.8,312.9,0.135,0.133,0.002,0.001,465,133,154,178,0.0117337,1.1545357,-17.562,-20.953, - ,0.0039945,1.3369436,-6.227,-6.235, - ,0.0109317,-22.231,1.081345,0.0019928,-6.192,0.198882,0.0004010,-3.200
AO_W0_1-3.dxf,8, - , - ,CO2 Lhyges,2095.9,2120.7,2127.2,31.3,0.000,594,679,794,204.7,229.5,269.4,4.758,4.686,0.054,0.019,16329,4686,5369,6274,0.0116453,1.1458348,-24.966,-28.331, - ,0.0040007,1.3390053,-4.694,-4.703, - ,0.0108426,-30.198,1.072628,0.0019959,-4.640,0.199192,0.0004014,-2.397
AO_W0_1-3.dxf,9, - , - ,CO2 Lhyges,2127.2,2130.8,2138.7,11.5,0.000,154,178,207,204.7,229.5,269.4,1.323,1.303,0.015,0.005,4539,1303,1495,1741,0.0116649,1.1477583,-23.329,-26.700, - ,0.0039926,1.3362946,-6.709,-6.717, - ,0.0108630,-28.374,1.074624,0.0019918,-6.661,0.198788,0.0004009,-3.443
AO_W0_1-3.dxf,10, - , - ,CO2 Lhyges,2153.3,2168.2,2175.9,22.6,0.000,22,26,30,228.1,256.3,300.5,0.323,0.319,0.004,0.001,1111,319,364,429,0.0116200,1.1433439,-27.085,-30.443, - ,0.0040215,1.3459925,0.499,0.491, - ,0.0108151,-32.656,1.069939,0.0020063,0.565,0.200232,0.0004024,0.291
AO_W0_1-3.dxf,11, - , - ,CO2 Lhyges,2192.0,2198.9,2208.9,16.9,0.000,156,180,209,223.6,251.0,294.6,1.271,1.252,0.014,0.005,4366,1252,1439,1675,0.0116815,1.1493966,-21.935,-25.311, - ,0.0039985,1.3382724,-5.239,-5.247, - ,0.0108790,-26.939,1.076193,0.0019948,-5.193,0.199082,0.0004012,-2.683
AO_W0_1-3.dxf,12, - , - ,CO2 Lhyges,2217.1,2223.1,2235.7,18.6,0.000,71,82,94,230.8,259.3,304.4,0.492,0.485,0.006,0.002,1691,485,559,647,0.0117291,1.1540805,-17.949,-21.339, - ,0.0039866,1.3343081,-8.186,-8.194, - ,0.0109278,-22.571,1.080972,0.0019889,-8.153,0.198490,0.0004006,-4.215
AO_W0_1-3.dxf,13, - , - ,CO2 Lhyges,2238.6,2246.1,2257.8,19.2,0.000,46,53,62,215.4,241.7,283.8,0.475,0.468,0.005,0.002,1629,468,536,626,0.0116553,1.1468189,-24.128,-27.497, - ,0.0039977,1.3380013,-5.441,-5.449, - ,0.0108529,-29.275,1.073638,0.0019944,-5.389,0.199042,0.0004012,-2.785
AO_W0_1-3.dxf,14, - , - ,CO2 Lhyges,2288.3,2294.4,2300.5,12.1,0.000,23,27,31,202.5,226.8,266.3,0.162,0.159,0.002,0.001,560,159,187,213,0.0119734,1.1781205,2.507,-0.953, - ,0.0040043,1.3402142,-3.796,-3.804, - ,0.0111704,-0.880,1.104696,0.0019976,-3.806,0.199359,0.0004015,-1.966
AO_W0_1-3.dxf,15, - , - ,CO2 Lhyges,2304.0,2327.0,2337.2,33.2,0.000,877,1001,1174,206.4,231.3,271.6,11.732,11.553,0.133,0.046,40285,11553,13259,15473,0.0116638,1.1476584,-23.414,-26.785, - ,0.0040017,1.3393387,-4.447,-4.455, - ,0.0108610,-28.549,1.074432,0.0019964,-4.396,0.199241,0.0004014,-2.271
AO_W0_1-3.dxf,16, - , - ,CO2 Lhyges,2337.2,2343.3,2368.0,30.7,0.000,215,247,288,206.4,231.3,271.6,4.388,4.321,0.050,0.017,15060,4321,4952,5787,0.0116490,1.1462030,-24.652,-28.019, - ,0.0040017,1.3393603,-4.430,-4.439, - ,0.0108462,-29.873,1.072984,0.0019964,-4.377,0.199245,0.0004014,-2.261
