Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W0_1-5.dxf,1, - , - ,CO2 Lhyges,37.2,65.4,69.4,32.2,0.000,1407,1653,1893,4.4,-0.4,1.2,41.058,40.420,0.475,0.163,142273,40420,47492,54361,0.0119465,1.1749829,0.251,-3.201, - ,0.0040197,1.3449105,0.054,0.046, - ,0.0111418,-3.434,1.101904,0.0020053,0.054,0.200129,0.0004023,0.028
AO_W0_1-5.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.2,32.2,0.000,1401,1646,1884,5.1,0.4,2.1,40.943,40.307,0.474,0.163,141865,40307,47352,54207,0.0119445,1.1747874,0.085,-3.367, - ,0.0040196,1.3448687,0.023,0.015, - ,0.0111398,-3.610,1.101711,0.0020052,0.023,0.200123,0.0004023,0.012
AO_W0_1-5.dxf,3*, - , - ,CO2 Lhyges,156.8,186.2,188.9,32.2,0.000,1403,1647,1887,5.2,0.6,2.4,40.997,40.360,0.474,0.163,142048,40360,47410,54278,0.0119435,1.1746877,0.000,-3.452, - ,0.0040195,1.3448372,0.000,-0.008, - ,0.0111388,-3.700,1.101613,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W0_1-5.dxf,4, - , - ,CO2 Lhyges,216.5,246.0,248.7,32.2,0.000,1403,1648,1887,5.3,0.6,2.5,40.990,40.353,0.474,0.163,142019,40353,47401,54265,0.0119433,1.1746709,-0.014,-3.466, - ,0.0040193,1.3447622,-0.056,-0.064, - ,0.0111387,-3.713,1.101598,0.0020051,-0.056,0.200108,0.0004023,-0.029
AO_W0_1-5.dxf,5, - , - ,CO2 Lhyges,1749.5,1768.1,1779.6,30.1,0.000,308,348,411,203.3,227.3,261.8,4.636,4.565,0.052,0.018,15886,4565,5197,6124,0.0115734,1.1382880,-30.987,-34.331, - ,0.0040093,1.3414269,-2.536,-2.544, - ,0.0107698,-36.711,1.065502,0.0020003,-2.465,0.199626,0.0004018,-1.273
AO_W0_1-5.dxf,6, - , - ,CO2 Lhyges,1780.3,1799.9,1806.8,26.5,0.000,31,36,41,312.5,352.4,409.7,0.559,0.550,0.006,0.002,1915,550,635,730,0.0117310,1.1537889,-17.791,-21.181, - ,0.0039661,1.3269595,-13.294,-13.302, - ,0.0109319,-22.211,1.081366,0.0019786,-13.267,0.197469,0.0003996,-6.868
AO_W0_1-5.dxf,7, - , - ,CO2 Lhyges,1808.3,1816.0,1830.8,22.6,0.000,113,131,150,325.1,367.0,426.6,1.195,1.176,0.014,0.005,4093,1176,1352,1565,0.0116855,1.1493099,-21.604,-24.981, - ,0.0039751,1.3299663,-11.058,-11.066, - ,0.0108854,-26.368,1.076818,0.0019831,-11.019,0.197918,0.0004000,-5.701
AO_W0_1-5.dxf,8, - , - ,CO2 Lhyges,1880.4,1885.2,1890.0,9.6,0.000,25,28,33,315.1,355.8,413.8,0.141,0.139,0.002,0.001,485,139,160,186,0.0116772,1.1485011,-22.292,-25.667, - ,0.0039907,1.3352000,-7.166,-7.174, - ,0.0108755,-27.249,1.075854,0.0019909,-7.121,0.198696,0.0004008,-3.681
AO_W0_1-5.dxf,9, - , - ,CO2 Lhyges,1891.9,1918.4,1938.9,47.0,0.000,411,472,546,322.5,364.2,423.7,4.911,4.836,0.055,0.019,16803,4836,5536,6431,0.0116393,1.1447737,-25.465,-28.829, - ,0.0039749,1.3299189,-11.093,-11.101, - ,0.0108393,-30.493,1.072306,0.0019831,-11.045,0.197913,0.0004000,-5.715
AO_W0_1-5.dxf,10, - , - ,CO2 Lhyges,1939.7,1946.0,1955.0,15.3,0.000,39,45,52,340.4,384.4,447.9,0.269,0.265,0.003,0.001,922,265,306,350,0.0117560,1.1562472,-15.698,-19.096, - ,0.0039484,1.3210300,-17.703,-17.711, - ,0.0109587,-19.810,1.083993,0.0019697,-17.686,0.196586,0.0003986,-9.165
