Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W5_2-1_-0002.dxf,1, - , - ,CO2 Lhyges,37.2,66.5,69.2,32.0,0.000,1330,1575,1807,0.6,0.6,0.2,38.634,38.028,0.451,0.155,134795,38028,45071,51696,0.0119337,1.1851792,0.158,-4.267, - ,0.0040196,1.3594031,0.010,-0.000, - ,0.0111291,-4.575,1.100656,0.0020052,0.010,0.200121,0.0004023,0.005
AO_W5_2-1_-0002.dxf,2, - , - ,CO2 Lhyges,97.0,124.6,129.0,32.0,0.000,1318,1562,1792,1.1,1.2,0.9,38.479,37.876,0.449,0.154,134249,37876,44886,51487,0.0119327,1.1850783,0.073,-4.352, - ,0.0040194,1.3593448,-0.033,-0.043, - ,0.0111281,-4.664,1.100558,0.0020051,-0.033,0.200112,0.0004023,-0.017
AO_W5_2-1_-0002.dxf,3*, - , - ,CO2 Lhyges,156.5,186.0,188.7,32.2,0.000,1319,1563,1793,1.2,1.3,1.1,38.511,37.907,0.449,0.155,134356,37907,44919,51530,0.0119318,1.1849923,0.000,-4.425, - ,0.0040195,1.3593892,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W5_2-1_-0002.dxf,4, - , - ,CO2 Lhyges,216.3,245.8,248.5,32.2,0.000,1320,1564,1793,1.3,1.4,1.1,38.513,37.909,0.449,0.155,134368,37909,44921,51537,0.0119315,1.1849597,-0.027,-4.452, - ,0.0040198,1.3594887,0.073,0.063, - ,0.0111268,-4.775,1.100437,0.0020053,0.073,0.200133,0.0004023,0.038
AO_W5_2-1_-0002.dxf,13+,S-Metolachlor,10,CO2 Lhyges,2222.5,2228.8,2238.8,16.3, - ,240,276,316,-287.4,-339.6,-384.2,1.805,1.751,0.020,0.007,6083,1751,2020,2312,0.0116174,1.1537697,-26.348,-30.656,6.352,0.0039049,1.3206345,-28.509,-28.519,-2.398,0.0108247,-31.798,1.070878,0.0019481,-28.480,0.194430,0.0003964,-14.798
AO_W5_2-1_-0002.dxf,14+,S-Metolachlor,13,CO2 Lhyges,2222.5,2228.8,2238.8,16.3, - ,251,288,331,55.6,64.3,72.7,1.989,1.929,0.022,0.008,6707,1929,2229,2549,0.0116344,1.1554557,-24.926,-29.240,1.461,0.0039069,1.3213169,-28.007,-28.017,0.517,0.0108415,-30.298,1.072519,0.0019491,-27.980,0.194530,0.0003965,-14.537
AO_W5_2-1_-0002.dxf,15+,S-Metolachlor,14,CO2 Lhyges,2222.1,2228.8,2237.8,15.7, - ,251,288,331,55.6,64.3,72.7,1.965,1.906,0.022,0.008,6627,1906,2203,2519,0.0116341,1.1554197,-24.956,-29.270,-0.031,0.0039067,1.3212271,-28.073,-28.083,-0.068,0.0108411,-30.328,1.072486,0.0019490,-28.047,0.194517,0.0003965,-14.572
AO_W5_2-1_-0002.dxf,16+,S-Metolachlor,15,CO2 Lhyges,2222.1,2228.8,2237.8,15.7, - ,240,276,316,66.5,77.0,87.2,1.790,1.736,0.020,0.007,6030,1736,2003,2292,0.0116179,1.1538197,-26.306,-30.614,-1.385,0.0039035,1.3201691,-28.851,-28.862,-0.801,0.0108253,-31.740,1.070941,0.0019474,-28.823,0.194362,0.0003963,-14.978
AO_W5_2-1_-0002.dxf,6, - , - ,CO2 Lhyges,2763.6,2793.1,2795.6,32.0,0.000,1316,1560,1789,0.5,0.4,-0.0,38.107,37.509,0.445,0.153,132973,37509,44468,50996,0.0119371,1.1855128,0.439,-3.987, - ,0.0040200,1.3595557,0.123,0.112, - ,0.0111324,-4.279,1.100980,0.0020054,0.122,0.200143,0.0004024,0.063
AO_W5_2-1_-0002.dxf,7, - , - ,CO2 Lhyges,2823.4,2852.2,2855.4,32.0,0.000,1321,1566,1796,1.1,1.1,0.8,38.491,37.888,0.449,0.155,134304,37888,44906,51511,0.0119343,1.1852342,0.204,-4.221, - ,0.0040200,1.3595610,0.126,0.116, - ,0.0111296,-4.530,1.100705,0.0020055,0.126,0.200144,0.0004024,0.065
