Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W5_2-3_-0002.dxf,1, - , - ,CO2 Lhyges,37.2,65.2,69.2,32.0,0.000,1320,1564,1794,0.5,0.4,0.1,38.332,37.731,0.447,0.154,133710,37731,44708,51271,0.0119346,1.1849375,0.237,-4.189, - ,0.0040193,1.3588742,-0.050,-0.060, - ,0.0111300,-4.488,1.100750,0.0020051,-0.050,0.200109,0.0004023,-0.026
AO_W5_2-3_-0002.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.0,32.0,0.000,1315,1558,1788,1.1,1.1,0.8,38.321,37.720,0.447,0.154,133667,37720,44686,51261,0.0119320,1.1846731,0.014,-4.411, - ,0.0040196,1.3589751,0.024,0.014, - ,0.0111273,-4.729,1.100487,0.0020052,0.024,0.200124,0.0004023,0.013
AO_W5_2-3_-0002.dxf,3*, - , - ,CO2 Lhyges,156.5,185.0,188.7,32.2,0.000,1315,1558,1788,1.2,1.3,1.0,38.406,37.804,0.448,0.154,133962,37804,44785,51374,0.0119318,1.1846570,0.000,-4.425, - ,0.0040195,1.3589418,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W5_2-3_-0002.dxf,4, - , - ,CO2 Lhyges,216.3,244.5,248.5,32.2,0.000,1315,1558,1787,1.3,1.3,1.1,38.390,37.788,0.448,0.154,133904,37788,44765,51350,0.0119315,1.1846257,-0.026,-4.451, - ,0.0040194,1.3588881,-0.040,-0.050, - ,0.0111269,-4.770,1.100443,0.0020051,-0.040,0.200111,0.0004023,-0.020
AO_W5_2-3_-0002.dxf,9+,S-Metolachlor,8,CO2 Lhyges,2221.9,2228.6,2237.3,15.5, - ,261,301,344,52.7,60.9,68.9,2.005,1.944,0.022,0.008,6759,1944,2247,2567,0.0116422,1.1558998,-24.275,-28.592,-0.360,0.0039061,1.3206028,-28.212,-28.223,0.257,0.0108493,-29.596,1.073287,0.0019487,-28.188,0.194489,0.0003964,-14.645
AO_W5_2-3_-0002.dxf,10+,S-Metolachlor,9,CO2 Lhyges,2221.9,2228.6,2237.3,15.5, - ,247,284,326,66.6,77.2,87.3,1.783,1.730,0.020,0.007,6007,1730,1995,2283,0.0116161,1.1533051,-26.465,-30.772,-2.245,0.0039039,1.3198463,-28.769,-28.779,-0.573,0.0108234,-31.912,1.070752,0.0019476,-28.740,0.194379,0.0003963,-14.934
AO_W5_2-3_-0002.dxf,11+,S-Metolachlor,10,CO2 Lhyges,2221.9,2228.6,2237.3,15.5, - ,258,297,340,55.7,64.5,72.9,1.957,1.898,0.022,0.008,6595,1898,2191,2506,0.0116307,1.1547562,-25.240,-29.553,1.258,0.0039050,1.3202319,-28.485,-28.496,0.292,0.0108379,-30.616,1.072171,0.0019481,-28.459,0.194435,0.0003964,-14.787
AO_W5_2-3_-0002.dxf,12+,S-Metolachlor,11,CO2 Lhyges,2221.9,2228.6,2237.3,15.5, - ,247,284,326,66.7,77.3,87.5,1.781,1.728,0.020,0.007,6000,1728,1992,2280,0.0116167,1.1533726,-26.408,-30.716,-1.198,0.0039041,1.3199380,-28.702,-28.712,-0.223,0.0108241,-31.854,1.070816,0.0019477,-28.672,0.194392,0.0003963,-14.899
AO_W5_2-3_-0002.dxf,6, - , - ,CO2 Lhyges,2763.6,2793.1,2795.6,32.0,0.000,1321,1565,1795,0.5,0.4,0.0,38.226,37.627,0.446,0.153,133351,37627,44592,51132,0.0119364,1.1851109,0.383,-4.043, - ,0.0040194,1.3589101,-0.023,-0.034, - ,0.0111318,-4.333,1.100920,0.0020052,-0.024,0.200114,0.0004023,-0.013
AO_W5_2-3_-0002.dxf,7, - , - ,CO2 Lhyges,2823.4,2851.4,2855.4,32.0,0.000,1326,1571,1802,1.1,1.1,0.8,38.624,38.019,0.450,0.155,134734,38019,45047,51668,0.0119339,1.1848603,0.172,-4.254, - ,0.0040197,1.3590007,0.043,0.033, - ,0.0111292,-4.561,1.100671,0.0020053,0.043,0.200127,0.0004023,0.022
