Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W10_4-2_-0001.dxf,1, - , - ,CO2 Lhyges,37.4,66.9,69.2,31.8,0.000,1270,1504,1728,1.0,1.0,1.0,37.138,36.556,0.433,0.149,129574,36556,43278,49741,0.0119331,1.1838767,0.104,-4.321, - ,0.0040199,1.3606846,0.094,0.084, - ,0.0111284,-4.635,1.100590,0.0020054,0.094,0.200138,0.0004023,0.049
AO_W10_4-2_-0001.dxf,2, - , - ,CO2 Lhyges,97.2,126.2,129.0,31.8,0.000,1262,1494,1717,1.3,1.4,1.4,36.938,36.359,0.430,0.148,128872,36359,43040,49473,0.0119317,1.1837422,-0.009,-4.434, - ,0.0040198,1.3606648,0.080,0.069, - ,0.0111270,-4.756,1.100458,0.0020054,0.080,0.200135,0.0004023,0.041
AO_W10_4-2_-0001.dxf,3*, - , - ,CO2 Lhyges,156.8,186.2,188.5,31.8,0.000,1258,1489,1712,1.4,1.5,1.6,36.802,36.225,0.429,0.148,128394,36225,42882,49287,0.0119318,1.1837530,0.000,-4.425, - ,0.0040195,1.3605563,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W10_4-2_-0001.dxf,4, - , - ,CO2 Lhyges,216.5,246.0,248.3,31.8,0.000,1261,1492,1716,1.4,1.5,1.5,36.871,36.294,0.430,0.148,128641,36294,42963,49384,0.0119321,1.1837781,0.021,-4.403, - ,0.0040199,1.3606887,0.097,0.087, - ,0.0111274,-4.724,1.100493,0.0020054,0.097,0.200138,0.0004023,0.050
AO_W10_4-2_-0001.dxf,10+,S-Metolachlor,7,CO2 Lhyges,2249.9,2260.1,2276.4,26.5, - ,1235,1413,1649,-315.0,-362.3,-426.3,10.811,10.485,0.121,0.042,36599,10485,12110,14005,0.0116421,1.1550080,-24.283,-28.600,-0.666,0.0039461,1.3357125,-18.260,-18.271,-0.278,0.0108450,-29.979,1.072868,0.0019687,-18.224,0.196479,0.0003985,-9.445
AO_W10_4-2_-0001.dxf,11+,S-Metolachlor,10,CO2 Lhyges,2249.9,2260.1,2276.4,26.5, - ,1207,1381,1612,490.0,571.0,655.9,10.069,9.766,0.113,0.039,34082,9766,11276,13041,0.0116384,1.1546429,-24.591,-28.907,-0.316,0.0039452,1.3353966,-18.492,-18.503,-0.236,0.0108415,-30.299,1.072517,0.0019682,-18.455,0.196433,0.0003985,-9.566
AO_W10_4-2_-0001.dxf,13+,S-Metolachlor,10,CO2 Lhyges,2249.9,2260.1,2276.4,26.5, - ,1208,1382,1614,572.0,674.2,756.0,10.109,9.804,0.113,0.039,34215,9804,11318,13093,0.0116363,1.1544362,-24.766,-29.081,-0.495,0.0039455,1.3354886,-18.425,-18.435,-0.168,0.0108393,-30.488,1.072311,0.0019683,-18.387,0.196446,0.0003985,-9.530
AO_W10_4-2_-0001.dxf,15+,S-Metolachlor,10,CO2 Lhyges,2249.9,2260.1,2276.4,26.5, - ,1217,1392,1625,114.0,132.0,152.1,10.327,10.015,0.116,0.040,34952,10015,11563,13374,0.0116376,1.1545610,-24.661,-28.976,-0.387,0.0039450,1.3353501,-18.526,-18.537,-0.271,0.0108406,-30.372,1.072438,0.0019681,-18.489,0.196426,0.0003985,-9.584
AO_W10_4-2_-0001.dxf,8, - , - ,CO2 Lhyges,2763.8,2793.3,2795.6,31.8,0.000,1267,1500,1724,0.9,1.0,1.0,36.960,36.381,0.431,0.149,128956,36381,43072,49503,0.0119334,1.1839099,0.133,-4.293, - ,0.0040198,1.3606640,0.079,0.069, - ,0.0111287,-4.605,1.100624,0.0020054,0.079,0.200134,0.0004023,0.041
AO_W10_4-2_-0001.dxf,9, - , - ,CO2 Lhyges,2823.6,2834.9,2855.4,31.8,0.000,1268,1501,1725,1.3,1.4,1.4,37.108,36.527,0.432,0.149,129465,36527,43239,49698,0.0119319,1.1837617,0.007,-4.417, - ,0.0040196,1.3605951,0.028,0.018, - ,0.0111272,-4.736,1.100480,0.0020053,0.028,0.200124,0.0004023,0.015
