Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W2_2-2_-0000.dxf,1, - , - ,CO2 Lhyges,37.2,66.5,69.2,32.0,0.000,1311,1554,1783,0.6,0.6,0.3,38.055,37.458,0.444,0.153,132815,37458,44403,50953,0.0119358,1.1853998,0.331,-4.095, - ,0.0040199,1.3602579,0.088,0.077, - ,0.0111311,-4.393,1.100855,0.0020054,0.087,0.200136,0.0004023,0.045
AO_W2_2-2_-0000.dxf,2, - , - ,CO2 Lhyges,97.0,125.8,129.0,32.0,0.000,1301,1542,1770,1.1,1.2,1.0,37.973,37.378,0.443,0.153,132518,37378,44299,50842,0.0119333,1.1851571,0.126,-4.299, - ,0.0040197,1.3602056,0.050,0.039, - ,0.0111287,-4.610,1.100617,0.0020053,0.049,0.200129,0.0004023,0.025
AO_W2_2-2_-0000.dxf,3*, - , - ,CO2 Lhyges,156.8,186.2,188.7,32.0,0.000,1301,1542,1770,1.3,1.4,1.1,38.033,37.436,0.444,0.153,132717,37436,44362,50919,0.0119318,1.1850079,0.000,-4.425, - ,0.0040195,1.3601382,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W2_2-2_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,245.8,248.3,31.8,0.000,1303,1543,1772,1.3,1.4,1.2,38.000,37.404,0.443,0.153,132605,37404,44325,50877,0.0119321,1.1850339,0.022,-4.403, - ,0.0040197,1.3601923,0.040,0.029, - ,0.0111274,-4.721,1.100496,0.0020053,0.040,0.200127,0.0004023,0.021
AO_W2_2-2_-0000.dxf,20+,S-Metolachlor,12,CO2 Lhyges,2224.4,2230.4,2239.0,14.6, - ,444,511,589,-228.8,-279.3,-300.8,3.455,3.351,0.039,0.013,11660,3351,3866,4443,0.0116162,1.1536661,-26.449,-30.756,1.102,0.0039181,1.3258255,-25.227,-25.238,-2.631,0.0108221,-32.028,1.070625,0.0019547,-25.194,0.195087,0.0003971,-13.080
AO_W2_2-2_-0000.dxf,22+,S-Metolachlor,20,CO2 Lhyges,2224.2,2230.4,2238.2,14.0, - ,444,511,589,-228.8,-279.3,-300.8,3.429,3.325,0.038,0.013,11571,3325,3836,4409,0.0116152,1.1535668,-26.532,-30.839,-0.086,0.0039186,1.3259936,-25.104,-25.114,0.127,0.0108211,-32.122,1.070522,0.0019549,-25.070,0.195112,0.0003971,-13.016
AO_W2_2-2_-0000.dxf,23+,S-Metolachlor,20,CO2 Lhyges,2224.4,2230.4,2239.0,14.6, - ,494,569,656,1393.3,1601.7,1852.1,4.223,4.096,0.047,0.016,14255,4096,4727,5432,0.0116224,1.1542821,-25.929,-30.239,0.534,0.0039194,1.3262499,-24.915,-24.926,0.320,0.0108282,-31.485,1.071220,0.0019553,-24.883,0.195149,0.0003971,-12.918
AO_W2_2-2_-0000.dxf,24+,S-Metolachlor,20,CO2 Lhyges,2224.0,2230.4,2240.1,16.1, - ,444,511,589,-228.8,-279.3,-300.8,3.530,3.424,0.040,0.014,11914,3424,3950,4540,0.0116150,1.1535404,-26.555,-30.862,-0.109,0.0039180,1.3257920,-25.252,-25.262,-0.025,0.0108209,-32.141,1.070502,0.0019546,-25.218,0.195082,0.0003971,-13.093
AO_W2_2-2_-0000.dxf,25+,S-Metolachlor,23,CO2 Lhyges,2224.2,2230.4,2237.8,13.6, - ,494,569,656,1393.3,1601.7,1852.1,4.112,3.988,0.046,0.016,13880,3988,4603,5290,0.0116211,1.1541467,-26.043,-30.352,-0.117,0.0039199,1.3264373,-24.778,-24.788,0.141,0.0108268,-31.612,1.071081,0.0019556,-24.745,0.195177,0.0003972,-12.846
AO_W2_2-2_-0000.dxf,7, - , - ,CO2 Lhyges,2763.4,2792.7,2795.4,32.0,0.000,1301,1542,1769,0.6,0.6,0.3,37.679,37.088,0.440,0.151,131502,37088,43968,50446,0.0119367,1.1854895,0.406,-4.020, - ,0.0040196,1.3601518,0.010,-0.001, - ,0.0111320,-4.310,1.100946,0.0020052,0.009,0.200121,0.0004023,0.005
AO_W2_2-2_-0000.dxf,8, - , - ,CO2 Lhyges,2823.2,2852.6,2855.1,32.0,0.000,1301,1542,1770,1.1,1.2,1.0,37.990,37.394,0.443,0.153,132576,37394,44318,50863,0.0119333,1.1851557,0.125,-4.300, - ,0.0040197,1.3601901,0.038,0.028, - ,0.0111286,-4.611,1.100616,0.0020053,0.038,0.200126,0.0004023,0.020
