Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W3_3-2_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,66.9,69.2,31.8,0.000,1250,1480,1700,1.0,1.0,1.1,36.509,35.937,0.425,0.147,127354,35937,42534,48883,0.0119335,1.1835672,0.137,-4.288, - ,0.0040198,1.3602155,0.081,0.070, - ,0.0111288,-4.599,1.100629,0.0020054,0.080,0.200135,0.0004023,0.041
AO_W3_3-2_-0000.dxf,2, - , - ,CO2 Lhyges,97.2,126.7,129.0,31.8,0.000,1243,1471,1690,1.3,1.4,1.5,36.349,35.780,0.423,0.146,126788,35780,42344,48664,0.0119324,1.1834621,0.049,-4.376, - ,0.0040194,1.3600810,-0.018,-0.029, - ,0.0111278,-4.690,1.100530,0.0020052,-0.018,0.200115,0.0004023,-0.009
AO_W3_3-2_-0000.dxf,3*, - , - ,CO2 Lhyges,156.8,185.0,188.7,32.0,0.000,1244,1472,1692,1.4,1.5,1.6,36.417,35.847,0.424,0.146,127023,35847,42421,48755,0.0119318,1.1834046,0.000,-4.425, - ,0.0040195,1.3601059,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W3_3-2_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,246.0,248.3,31.8,0.000,1243,1471,1691,1.4,1.5,1.6,36.310,35.742,0.423,0.146,126651,35742,42296,48614,0.0119315,1.1833731,-0.027,-4.451, - ,0.0040196,1.3601507,0.033,0.022, - ,0.0111268,-4.773,1.100440,0.0020053,0.033,0.200125,0.0004023,0.017
AO_W3_3-2_-0000.dxf,9+,S-Metolachlor,6,CO2 Lhyges,2247.8,2255.3,2264.7,16.9, - ,328,377,438,57.1,66.0,75.8,2.884,2.797,0.032,0.011,9759,2797,3225,3738,0.0116250,1.1529784,-25.711,-30.022,0.942,0.0039498,1.3364996,-17.356,-17.367,0.662,0.0108276,-31.536,1.071163,0.0019705,-17.315,0.196660,0.0003987,-8.972
AO_W3_3-2_-0000.dxf,10+,S-Metolachlor,9,CO2 Lhyges,2247.8,2255.3,2264.7,16.9, - ,307,353,410,77.7,89.7,103.7,2.524,2.448,0.028,0.010,8536,2448,2822,3266,0.0116269,1.1531590,-25.558,-29.870,0.157,0.0039437,1.3344426,-18.869,-18.879,-1.539,0.0108301,-31.317,1.071404,0.0019674,-18.830,0.196358,0.0003984,-9.761
AO_W3_3-2_-0000.dxf,11+,S-Metolachlor,10,CO2 Lhyges,2247.8,2255.3,2264.7,16.9, - ,304,349,405,-116.0,-134.4,-157.1,2.460,2.386,0.028,0.010,8320,2386,2751,3182,0.0116267,1.1531386,-25.575,-29.887,-0.018,0.0039416,1.3337262,-19.395,-19.406,-0.537,0.0108301,-31.316,1.071405,0.0019664,-19.357,0.196253,0.0003983,-10.036
AO_W3_3-2_-0000.dxf,12+,S-Metolachlor,9,CO2 Lhyges,2247.8,2255.3,2264.7,16.9, - ,296,340,395,265.9,313.8,349.1,2.326,2.256,0.026,0.009,7867,2256,2601,3010,0.0116251,1.1529822,-25.707,-30.018,0.003,0.0039436,1.3344189,-18.886,-18.896,-1.557,0.0108283,-31.476,1.071230,0.0019674,-18.847,0.196355,0.0003984,-9.770
AO_W3_3-2_-0000.dxf,7, - , - ,CO2 Lhyges,2764.0,2792.7,2795.6,31.6,0.000,1252,1482,1703,1.0,1.0,1.1,36.489,35.917,0.425,0.147,127288,35917,42514,48856,0.0119345,1.1836711,0.225,-4.200, - ,0.0040199,1.3602323,0.093,0.082, - ,0.0111298,-4.506,1.100731,0.0020054,0.093,0.200137,0.0004023,0.048
AO_W3_3-2_-0000.dxf,8, - , - ,CO2 Lhyges,2823.6,2853.1,2855.4,31.8,0.000,1253,1484,1705,1.3,1.4,1.5,36.711,36.136,0.428,0.147,128048,36136,42765,49147,0.0119324,1.1834594,0.046,-4.378, - ,0.0040194,1.3600651,-0.030,-0.041, - ,0.0111277,-4.692,1.100527,0.0020051,-0.030,0.200113,0.0004023,-0.016
