Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_S_2-3_-0001.dxf,1, - , - ,CO2 Lhyges,37.2,66.7,69.4,32.2,0.000,1433,1684,1928,4.3,-0.6,1.0,41.784,41.134,0.483,0.166,144804,41134,48337,55333,0.0119451,1.1751080,0.139,-3.313, - ,0.0040197,1.3451629,0.045,0.037, - ,0.0111405,-3.553,1.101773,0.0020053,0.045,0.200128,0.0004023,0.023
AW_S_2-3_-0001.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.2,32.2,0.000,1423,1672,1914,5.0,0.2,2.0,41.579,40.933,0.481,0.165,144088,40933,48094,55062,0.0119435,1.1749416,-0.003,-3.454, - ,0.0040197,1.3451692,0.050,0.041, - ,0.0111388,-3.705,1.101607,0.0020053,0.050,0.200129,0.0004023,0.026
AW_S_2-3_-0001.dxf,3*, - , - ,CO2 Lhyges,156.8,185.8,188.9,32.2,0.000,1426,1676,1918,5.1,0.4,2.3,41.678,41.030,0.482,0.166,144427,41030,48208,55189,0.0119435,1.1749450,0.000,-3.452, - ,0.0040195,1.3451025,0.000,-0.008, - ,0.0111388,-3.700,1.101613,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_S_2-3_-0001.dxf,4, - , - ,CO2 Lhyges,216.5,245.8,248.5,32.0,0.000,1426,1675,1919,5.2,0.5,2.3,41.693,41.045,0.482,0.166,144478,41045,48224,55208,0.0119431,1.1749040,-0.035,-3.486, - ,0.0040194,1.3450520,-0.038,-0.046, - ,0.0111384,-3.736,1.101573,0.0020051,-0.037,0.200111,0.0004023,-0.019
AW_S_2-3_-0001.dxf,5, - , - ,CO2 Lhyges,1737.2,1857.2,1917.4,180.2,0.000,214,246,286,4.2,-0.7,0.6,32.067,31.579,0.362,0.126,109921,31579,36192,42150,0.0116503,1.1461054,-24.546,-27.912, - ,0.0039886,1.3347586,-7.690,-7.698, - ,0.0108489,-29.637,1.073242,0.0019899,-7.640,0.198593,0.0004007,-3.950
AW_S_2-3_-0001.dxf,6, - , - ,CO2 Lhyges,2024.8,2040.7,2047.6,22.8,0.000,52,60,70,167.8,187.2,219.5,0.564,0.556,0.006,0.002,1938,556,638,743,0.0116725,1.1482879,-22.688,-26.061, - ,0.0039966,1.3374455,-5.692,-5.701, - ,0.0108702,-27.727,1.075332,0.0019939,-5.645,0.198991,0.0004012,-2.917
AW_S_2-3_-0001.dxf,7, - , - ,CO2 Lhyges,2471.2,2477.3,2484.2,13.0,0.000,73,84,98,144.0,160.2,188.0,0.464,0.457,0.005,0.002,1591,457,523,611,0.0116378,1.1448750,-25.593,-28.956, - ,0.0039966,1.3374237,-5.709,-5.717, - ,0.0108355,-30.830,1.071937,0.0019939,-5.654,0.198989,0.0004012,-2.922
AW_S_2-3_-0001.dxf,8, - , - ,CO2 Lhyges,2562.8,2569.2,2582.6,19.9,0.000,66,76,89,130.9,145.3,170.7,0.599,0.590,0.007,0.002,2053,590,677,786,0.0116635,1.1474016,-23.442,-26.813, - ,0.0039830,1.3328885,-9.080,-9.089, - ,0.0108626,-28.406,1.074588,0.0019871,-9.035,0.198314,0.0004004,-4.672
AW_S_2-3_-0001.dxf,9,S-Metolachlor, - ,CO2 Lhyges,2637.6,2648.7,2660.6,23.0,0.000,526,602,702,118.8,131.2,154.4,4.493,4.424,0.051,0.018,15413,4424,5073,5915,0.0116564,1.1467040,-24.036,-27.405, - ,0.0039955,1.3370790,-5.965,-5.973, - ,0.0108542,-29.157,1.073767,0.0019933,-5.914,0.198937,0.0004011,-3.056
AW_S_2-3_-0001.dxf,15+,S-Metolachlor,9,CO2 Lhyges,2637.6,2648.7,2669.8,32.2, - ,526,602,702,118.8,131.2,154.4,4.793,4.649,0.053,0.019,16193,4649,5330,6214,0.0116530,1.1463703,-24.320,-27.688,-0.291,0.0039944,1.3366904,-6.254,-6.262,-0.291,0.0108509,-29.450,1.073447,0.0019928,-6.203,0.198880,0.0004010,-3.206
AW_S_2-3_-0001.dxf,16+,S-Metolachlor,15,CO2 Lhyges,2637.6,2648.7,2669.8,32.2, - ,527,603,704,257.4,291.2,331.6,4.844,4.698,0.054,0.019,16362,4698,5384,6279,0.0116491,1.1459806,-24.652,-28.018,-0.340,0.0039939,1.3365131,-6.386,-6.394,-0.133,0.0108470,-29.799,1.073064,0.0019925,-6.334,0.198854,0.0004010,-3.274
AW_S_2-3_-0001.dxf,17+,S-Metolachlor,9,CO2 Lhyges,2637.6,2648.7,2660.6,23.0, - ,528,603,705,605.4,689.5,803.9,4.604,4.466,0.051,0.018,15552,4466,5117,5970,0.0116461,1.1456902,-24.899,-28.265,-0.884,0.0039947,1.3367818,-6.186,-6.194,-0.222,0.0108440,-30.071,1.072767,0.0019929,-6.134,0.198894,0.0004011,-3.170
AW_S_2-3_-0001.dxf,10, - , - ,CO2 Lhyges,3155.9,3161.1,3168.4,12.5,0.000,54,62,72,144.8,161.0,189.3,0.283,0.279,0.003,0.001,969,279,318,372,0.0116054,1.1416829,-28.310,-31.663, - ,0.0039926,1.3360841,-6.705,-6.713, - ,0.0108035,-33.695,1.068801,0.0019919,-6.645,0.198792,0.0004009,-3.434
AW_S_2-3_-0001.dxf,11, - , - ,CO2 Lhyges,3401.3,3408.8,3416.9,15.7,0.000,82,94,109,134.3,148.8,175.2,0.581,0.572,0.007,0.002,1991,572,655,764,0.0116511,1.1461770,-24.485,-27.852, - ,0.0039959,1.3371920,-5.881,-5.889, - ,0.0108488,-29.639,1.073239,0.0019935,-5.829,0.198954,0.0004011,-3.012
AW_S_2-3_-0001.dxf,12, - , - ,CO2 Lhyges,3488.2,3667.7,3668.4,180.2,0.000,380,436,508,148.2,164.6,193.8,29.914,29.458,0.338,0.118,102685,29458,33803,39424,0.0116646,1.1475067,-23.353,-26.724, - ,0.0039993,1.3383419,-5.026,-5.034, - ,0.0108620,-28.462,1.074527,0.0019952,-4.976,0.199125,0.0004013,-2.571
AW_S_2-3_-0001.dxf,13, - , - ,CO2 Lhyges,3699.9,3729.2,3731.9,32.0,0.000,1440,1692,1937,5.1,0.4,2.4,41.965,41.312,0.485,0.167,145422,41312,48536,55573,0.0119425,1.1748459,-0.084,-3.536, - ,0.0040198,1.3451953,0.069,0.061, - ,0.0111378,-3.793,1.101511,0.0020053,0.069,0.200133,0.0004023,0.036
AW_S_2-3_-0001.dxf,14, - , - ,CO2 Lhyges,3759.5,3789.0,3791.7,32.2,0.000,1438,1689,1934,5.2,0.6,2.5,42.059,41.405,0.486,0.167,145744,41405,48643,55696,0.0119420,1.1747963,-0.127,-3.578, - ,0.0040196,1.3451277,0.019,0.010, - ,0.0111373,-3.836,1.101464,0.0020052,0.019,0.200123,0.0004023,0.010
