Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_S_2-1_-0001.dxf,1, - , - ,CO2 Lhyges,37.2,66.7,69.4,32.2,0.000,1433,1684,1928,4.3,-0.6,1.2,41.731,41.083,0.483,0.166,144634,41083,48278,55273,0.0119450,1.1751438,0.129,-3.323, - ,0.0040199,1.3454134,0.091,0.083, - ,0.0111403,-3.565,1.101760,0.0020054,0.091,0.200137,0.0004023,0.047
AW_S_2-1_-0001.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.2,32.2,0.000,1421,1670,1912,4.9,0.2,2.2,41.582,40.936,0.481,0.165,144107,40936,48100,55072,0.0119438,1.1750197,0.024,-3.428, - ,0.0040196,1.3453270,0.027,0.019, - ,0.0111391,-3.676,1.101639,0.0020053,0.027,0.200124,0.0004023,0.014
AW_S_2-1_-0001.dxf,3*, - , - ,CO2 Lhyges,156.8,186.0,188.7,32.0,0.000,1426,1676,1919,5.1,0.4,2.3,41.665,41.017,0.482,0.166,144393,41017,48195,55180,0.0119435,1.1749920,0.000,-3.452, - ,0.0040195,1.3452908,0.000,-0.008, - ,0.0111388,-3.700,1.101613,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_S_2-1_-0001.dxf,4, - , - ,CO2 Lhyges,216.3,245.8,248.5,32.2,0.000,1426,1675,1918,5.2,0.5,2.4,41.684,41.036,0.482,0.166,144461,41036,48217,55208,0.0119433,1.1749759,-0.014,-3.465, - ,0.0040197,1.3453448,0.040,0.032, - ,0.0111387,-3.716,1.101595,0.0020053,0.040,0.200127,0.0004023,0.021
AW_S_2-1_-0001.dxf,5, - , - ,CO2 Lhyges,1737.2,1856.8,1917.4,180.2,0.000,211,242,282,4.2,-0.7,0.7,31.208,30.732,0.352,0.123,107063,30732,35240,41092,0.0116558,1.1466848,-24.091,-27.460, - ,0.0039950,1.3370908,-6.095,-6.104, - ,0.0108536,-29.211,1.073708,0.0019931,-6.045,0.198911,0.0004011,-3.124
AW_S_2-1_-0001.dxf,6, - , - ,CO2 Lhyges,1979.6,1989.3,1997.6,18.0,0.000,51,58,68,172.9,193.0,226.8,0.396,0.390,0.004,0.002,1359,390,447,522,0.0116352,1.1446675,-25.808,-29.171, - ,0.0039940,1.3367577,-6.343,-6.351, - ,0.0108332,-31.036,1.071711,0.0019926,-6.289,0.198863,0.0004010,-3.250
AW_S_2-1_-0001.dxf,7, - , - ,CO2 Lhyges,2024.4,2040.0,2047.4,23.0,0.000,53,61,71,163.5,182.3,214.2,0.571,0.562,0.006,0.002,1959,562,644,752,0.0116401,1.1451406,-25.406,-28.769, - ,0.0039965,1.3375724,-5.737,-5.746, - ,0.0108378,-30.629,1.072157,0.0019938,-5.683,0.198984,0.0004011,-2.937
AW_S_2-1_-0001.dxf,8, - , - ,CO2 Lhyges,2470.6,2476.9,2483.8,13.2,0.000,77,88,102,142.1,158.1,186.0,0.498,0.490,0.006,0.002,1705,490,561,654,0.0116395,1.1450814,-25.456,-28.820, - ,0.0039900,1.3354238,-7.334,-7.343, - ,0.0108378,-30.623,1.072163,0.0019906,-7.282,0.198664,0.0004008,-3.764
AW_S_2-1_-0001.dxf,9, - , - ,CO2 Lhyges,2562.3,2568.8,2582.6,20.3,0.000,67,78,90,130.3,144.5,170.3,0.607,0.598,0.007,0.002,2084,598,688,798,0.0116893,1.1499872,-21.281,-24.659, - ,0.0039870,1.3344045,-8.092,-8.100, - ,0.0108880,-26.134,1.077074,0.0019891,-8.051,0.198511,0.0004007,-4.162
AW_S_2-1_-0001.dxf,10,S-Metolachlor, - ,CO2 Lhyges,2637.4,2648.2,2660.2,22.8,0.000,544,623,728,117.5,129.7,153.0,4.696,4.625,0.053,0.019,16117,4625,5302,6190,0.0116538,1.1464936,-24.254,-27.622, - ,0.0039992,1.3385045,-5.045,-5.053, - ,0.0108512,-29.424,1.073474,0.0019952,-4.992,0.199122,0.0004013,-2.579
AW_S_2-1_-0001.dxf,16+,S-Metolachlor,10,CO2 Lhyges,2637.2,2648.2,2668.5,31.3, - ,544,623,728,117.5,129.7,153.0,5.010,4.859,0.056,0.020,16930,4859,5569,6502,0.0116493,1.1460459,-24.635,-28.002,-0.390,0.0039978,1.3380130,-5.410,-5.418,-0.367,0.0108468,-29.818,1.073044,0.0019945,-5.357,0.199049,0.0004012,-2.768
AW_S_2-1_-0001.dxf,17+,S-Metolachlor,16,CO2 Lhyges,2637.2,2648.2,2668.5,31.3, - ,547,626,731,467.4,527.1,618.6,5.117,4.963,0.057,0.020,17291,4963,5684,6644,0.0116415,1.1452842,-25.283,-28.648,-0.665,0.0039995,1.3385780,-4.990,-4.998,0.422,0.0108389,-30.526,1.072269,0.0019953,-4.935,0.199133,0.0004013,-2.550
AW_S_2-1_-0001.dxf,18+,S-Metolachlor,17,CO2 Lhyges,2636.7,2648.2,2663.1,26.3, - ,547,626,731,467.4,527.1,618.6,4.960,4.811,0.055,0.019,16766,4811,5513,6442,0.0116465,1.1457723,-24.868,-28.234,0.426,0.0040006,1.3389545,-4.710,-4.718,0.281,0.0108438,-30.093,1.072743,0.0019959,-4.656,0.199189,0.0004014,-2.405
AW_S_2-1_-0001.dxf,19+,S-Metolachlor,18,CO2 Lhyges,2636.7,2648.2,2659.9,23.2, - ,547,626,731,467.4,527.1,618.6,4.826,4.681,0.054,0.019,16312,4681,5364,6268,0.0116483,1.1459477,-24.719,-28.085,0.153,0.0040007,1.3389858,-4.687,-4.695,0.023,0.0108455,-29.934,1.072917,0.0019959,-4.633,0.199193,0.0004014,-2.393
AW_S_2-1_-0001.dxf,12, - , - ,CO2 Lhyges,3400.8,3408.4,3416.1,15.3,0.000,87,100,117,137.9,152.9,180.4,0.609,0.600,0.007,0.002,2086,600,686,800,0.0116324,1.1443838,-26.050,-29.411, - ,0.0039886,1.3349297,-7.702,-7.710, - ,0.0108309,-31.244,1.071484,0.0019899,-7.649,0.198591,0.0004007,-3.954
AW_S_2-1_-0001.dxf,13, - , - ,CO2 Lhyges,3488.0,3667.5,3668.2,180.2,0.000,395,453,528,157.2,175.1,206.2,29.691,29.238,0.335,0.118,101974,29238,33537,39199,0.0116592,1.1470193,-23.807,-27.176, - ,0.0040058,1.3406996,-3.413,-3.421, - ,0.0108559,-29.007,1.073931,0.0019985,-3.360,0.199448,0.0004016,-1.735
AW_S_2-1_-0001.dxf,14, - , - ,CO2 Lhyges,3699.9,3729.2,3731.9,32.0,0.000,1444,1697,1943,5.1,0.4,2.6,42.170,41.514,0.488,0.168,146135,41514,48775,55846,0.0119424,1.1748893,-0.087,-3.539, - ,0.0040193,1.3452115,-0.059,-0.067, - ,0.0111378,-3.791,1.101513,0.0020051,-0.059,0.200107,0.0004023,-0.030
AW_S_2-1_-0001.dxf,15, - , - ,CO2 Lhyges,3759.5,3788.8,3791.7,32.2,0.000,1442,1694,1940,5.2,0.5,2.6,42.220,41.564,0.488,0.168,146311,41564,48833,55914,0.0119424,1.1748889,-0.088,-3.539, - ,0.0040194,1.3452615,-0.022,-0.030, - ,0.0111378,-3.793,1.101511,0.0020052,-0.022,0.200114,0.0004023,-0.011
