"Date";"Week";"IDSoil";"Event";"Events";"Qmax";"Qmean";"dryHrsIni";"dryHrsMax";"dryHrsAve";"noEventHrsIni";"noEventHrsMax";"noEventHrsAve";"CumRain";"RainInt";"Location";"measure";"SD";"Type";"Source"
2016-03-30 12:18:00;"W1-1";"AW-N-0";1;"1-1";38,3997898080141;14,3166474978249;0,116666666666667;4,2;1,28856328856329;66,1333333333333;72,1;30,3955026455026;16,8;0,616136919315403;"diss";0,833333333333332;0,4;"Dissolved (Outlet)";"Outlet"
2016-03-31 15:36:00;"W1-2";NA;1;"1-2";18,6689719182762;15,5292991375118;4,21666666666667;5,43333333333333;1,31424460431655;1,65;6,36666666666667;3,32908872901679;6;0,259365994236311;"diss";0,633333333333329;0,4;"Dissolved (Outlet)";"Outlet"
2016-04-05 15:08:00;"W2-1";"AW-N-1";2;"2-1";19,1639337349349;14,6057392958147;0,516666666666667;5,85;2,13349719101124;54,45;55,1166666666667;7,15051498127341;5,4;0,227848101265823;"diss";1,16666666666666;0,4;"Dissolved (Outlet)";"Outlet"
2016-04-06 14:52:00;"W2-2";NA;2;"2-2";14,316238838125;10,5655678384347;5,86666666666667;12,2833333333333;4,79378084896347;9,68333333333333;26,55;18,1166666666667;0,8;0,0237154150197628;"diss";1,02;0,6;"Dissolved (Outlet)";"Outlet"
2016-04-14 13:52:00;"W3-1";"AW-N-2";3;"3-1";32,594246195365;9,87330254521857;27,6;29,4333333333333;3,55566455696203;104,683333333333;125,866666666667;92,8036708860759;20;0,379987333755542;"diss";1,33333333333333;0,4;"Dissolved (Outlet)";"Outlet"
2016-04-16 18:32:00;"W3-2";NA;4;"4-1";79,9810226532562;48,7382907874278;0,316666666666667;1,38333333333333;0,249272030651341;0;0;0;12,4;0,857142857142857;"diss";1,5;0,4;"Dissolved (Outlet)";"Outlet"
2016-04-18 20:30:00;"W3-3";"AW-N-3";4;"4-3";18,8789041643816;9,94338332272586;4,8;35,1333333333333;19,9666666666667;0;30,0666666666667;14,9012538898041;0;0;"diss";0,866666666666664;0,6;"Dissolved (Outlet)";"Outlet"
2016-04-26 11:50:00;"W5-1";"AW-N-4";5;"5-1";32,4655416104866;7,80976161323569;1,28333333333333;16,75;3,75931894618834;91,4;145,866666666667;108,694506726457;30,4;0,255677039529016;"diss";0,866666666666664;0,5;"Dissolved (Outlet)";"Outlet"
2016-05-01 10:46:00;"W5-2";NA;6;"6-1";48,5316537008299;18,3314171260427;1,18333333333333;18,8666666666667;7,82892422192152;0,1;9,61666666666667;2,35666441136671;9,2;0,186865267433988;"diss";1,65;0,7;"Dissolved (Outlet)";"Outlet"
2016-05-12 06:34:00;"W6-3";NA;8;"8-1";921,403101980793;258,243890821744;2,56666666666667;2,91666666666667;0,84535864978903;0,3;0,8;0,215822784810127;10,8;4,15384615384615;"diss";1,73333333333333;0,4;"Dissolved (Outlet)";"Outlet"
2016-05-12 09:12:00;"W6-4";NA;8;"8-2";347,869063764883;179,150849138001;0;0,8;0,258636363636364;0;0;0;2;0,55045871559633;"diss";2,05;0,4;"Dissolved (Outlet)";"Outlet"
2016-05-24 12:00:00;"W9-1";"AW-N-8";9;"9-5";5,11676366158044;3,98854631501369;2,18333333333333;32,6833333333333;12,5747434119279;110,116666666667;170,183333333333;140,15;11,8;0,0982241953385128;"diss";1,75;0,6;"Dissolved (Outlet)";"Outlet"
2016-05-29 12:10:00;"W9-2";NA;10;"10-1";185,627883896231;16,5599531485507;3,85;6,31666666666667;1,70529300567108;170,2;172,883333333333;53,7809073724008;18,4;1,04545454545455;"diss";0,874999999999996;0,6;"Dissolved (Outlet)";"Outlet"
2016-05-30 05:48:00;"W9-3";NA;10;"10-2";186,487595747524;88,6789641467239;0;0,166666666666667;0,0241319444444444;0;0;0;13,2;2,07329842931937;"diss";2,7;0,4;"Dissolved (Outlet)";"Outlet"
2016-05-30 12:12:00;"W9-4";NA;10;"10-3";187,005876598019;91,4295130757144;0,0833333333333333;1,9;0,729113924050633;0;0;0;0,6;0,114649681528662;"diss";2,56666666666666;0,4;"Dissolved (Outlet)";"Outlet"
2016-05-31 12:00:00;"W10-1";"AW-N-9";10;"10-5";35,0572482298323;19,8526044950751;9,01666666666667;18,25;6,25532108009984;0;9,01666666666667;1,90490129339687;5,8;0,118528610354223;"diss";3,23333333333333;0,5;"Dissolved (Outlet)";"Outlet"
2016-06-02 12:58:00;"W10-2";NA;11;"11-1";142,636592237813;25,7808782086433;2,53333333333333;9,06666666666667;3,72034101825168;3,43333333333333;10,6;4,35761287223823;9,6;0,415584415584416;"diss";2,275;0,6;"Dissolved (Outlet)";"Outlet"
2016-06-04 08:36:00;"W10-4";NA;12;"12-2";327,473311655984;229,221860184949;0;0,25;0,0347222222222222;0;0;0;6,6;2,7887323943662;"diss";1,6;0,5;"Dissolved (Outlet)";"Outlet"
2016-06-04 11:00:00;"W10-5";NA;12;"12-3";298,894815417645;136,612650343944;0,266666666666667;1,68333333333333;0,62328431372549;0;0;0;4;0,888888888888889;"diss";2,88;0,5;"Dissolved (Outlet)";"Outlet"
2016-06-07 12:00:00;"W11-1";"AW-N-10";14;"14-1";38,417591539855;14,2586415009587;20,8666666666667;24,8166666666667;6,120877907964;0;21,9833333333333;8,0518254372559;10,4;0,159021406727829;"diss";3,7;0,6;"Dissolved (Outlet)";"Outlet"
2016-06-10 05:26:00;"W11-2";NA;15;"15-1";15,766291193378;8,70259045438841;1,98333333333333;15,3333333333333;3,43935035552683;22;73,55;47,775;27,4;0,265761396702231;"diss";2,52;0,6;"Dissolved (Outlet)";"Outlet"
2016-06-14 12:34:00;"W11-3";NA;15;"15-2";411,737093846992;214,935029585366;0;0,2;0,084375;73,5666666666667;73,5833333333333;9,196875;0,4;0,8;"diss";2,36666666666666;0,6;"Dissolved (Outlet)";"Outlet"
2016-06-21 12:00:00;"W13-1";"AW-N-12";17;"17-2";11,2744053307495;8,14612714188196;4,33333333333333;31,0666666666667;13,4774562184625;6,01666666666667;43,4333333333333;24,725;0,4;0,00534521158129176;"diss";1,7;0,4;"Dissolved (Outlet)";"Outlet"
2016-06-24 14:52:00;"W13-2";NA;18;"18-1";247,752551635421;35,0030203817473;31,0833333333333;32,15;5,37914210870989;43,45;49,5666666666667;33,6248853962017;24;1,41732283464567;"diss";3,3;0,5;"Dissolved (Outlet)";"Outlet"
2016-04-05 15:08:00;"W2-1";"AW-N-1";2;"2-1";19,1639337349349;14,6057392958147;0,516666666666667;5,85;2,13349719101124;54,45;55,1166666666667;7,15051498127341;5,4;0,227848101265823;"Talweg";2,3333333333333;0,6;"Top Soil";"Valley"
2016-04-14 13:52:00;"W3-1";"AW-N-2";3;"3-1";32,594246195365;9,87330254521857;27,6;29,4333333333333;3,55566455696203;104,683333333333;125,866666666667;92,8036708860759;20;0,379987333755542;"Talweg";0,533333333333296;0,4;"Top Soil";"Valley"
2016-04-26 11:50:00;"W5-1";"AW-N-4";5;"5-1";32,4655416104866;7,80976161323569;1,28333333333333;16,75;3,75931894618834;91,4;145,866666666667;108,694506726457;30,4;0,255677039529016;"Talweg";1,6666666666667;0,6;"Top Soil";"Valley"
2016-05-31 12:00:00;"W10-1";"AW-N-9";10;"10-5";35,0572482298323;19,8526044950751;9,01666666666667;18,25;6,25532108009984;0;9,01666666666667;1,90490129339687;5,8;0,118528610354223;"Talweg";1,8;0,4;"Top Soil";"Valley"
2016-06-07 12:00:00;"W11-1";"AW-N-10";14;"14-1";38,417591539855;14,2586415009587;20,8666666666667;24,8166666666667;6,120877907964;0;21,9833333333333;8,0518254372559;10,4;0,159021406727829;"Talweg";2,6;0,5;"Top Soil";"Valley"
2016-06-14 13:06:00;NA;"AW-N-11";15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Talweg";2,4;0,4;"Top Soil";"Valley"
2016-06-21 12:00:00;"W13-1";"AW-N-12";17;"17-2";11,2744053307495;8,14612714188196;4,33333333333333;31,0666666666667;13,4774562184625;6,01666666666667;43,4333333333333;24,725;0,4;0,00534521158129176;"Talweg";2,7666666666667;0,5;"Top Soil";"Valley"
2016-04-05 15:08:00;"W2-1";"AW-N-1";2;"2-1";19,1639337349349;14,6057392958147;0,516666666666667;5,85;2,13349719101124;54,45;55,1166666666667;7,15051498127341;5,4;0,227848101265823;"South";1,0666666666667;0,7;"Top Soil";"South"
2016-04-14 13:52:00;"W3-1";"AW-N-2";3;"3-1";32,594246195365;9,87330254521857;27,6;29,4333333333333;3,55566455696203;104,683333333333;125,866666666667;92,8036708860759;20;0,379987333755542;"South";1,2333333333333;0,6;"Top Soil";"South"
2016-04-18 20:30:00;"W3-3";"AW-N-3";4;"4-3";18,8789041643816;9,94338332272586;4,8;35,1333333333333;19,9666666666667;0;30,0666666666667;14,9012538898041;0;0;"South";1,3666666666667;0,6;"Top Soil";"South"
2016-04-26 11:50:00;"W5-1";"AW-N-4";5;"5-1";32,4655416104866;7,80976161323569;1,28333333333333;16,75;3,75931894618834;91,4;145,866666666667;108,694506726457;30,4;0,255677039529016;"South";1,7;0,4;"Top Soil";"South"
