"Date";"Week";"IDSoil";"Event";"Events";"Qmax";"Qmean";"dryHrsIni";"dryHrsMax";"dryHrsAve";"noEventHrsIni";"noEventHrsMax";"noEventHrsAve";"CumRain";"RainInt";"Location";"measure";"SD";"Type";"Source"
2016-05-03 13:10:00;NA;"AW-N-5";6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"South";1,5;0,6;"Top Soil";"South"
2016-05-10 00:06:00;NA;"AW-N-6";7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"South";1,2333333333333;0,5;"Top Soil";"South"
2016-05-31 12:00:00;"W10-1";"AW-N-9";10;"10-5";35,0572482298323;19,8526044950751;9,01666666666667;18,25;6,25532108009984;0;9,01666666666667;1,90490129339687;5,8;0,118528610354223;"South";3,6666666666667;0,5;"Top Soil";"South"
2016-06-07 12:00:00;"W11-1";"AW-N-10";14;"14-1";38,417591539855;14,2586415009587;20,8666666666667;24,8166666666667;6,120877907964;0;21,9833333333333;8,0518254372559;10,4;0,159021406727829;"South";3,3666666666667;0,4;"Top Soil";"South"
2016-06-14 13:06:00;NA;"AW-N-11";15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"South";4,7;0,6;"Top Soil";"South"
2016-06-21 12:00:00;"W13-1";"AW-N-12";17;"17-2";11,2744053307495;8,14612714188196;4,33333333333333;31,0666666666667;13,4774562184625;6,01666666666667;43,4333333333333;24,725;0,4;0,00534521158129176;"South";4,1333333333333;0,6;"Top Soil";"South"
2016-04-05 15:08:00;"W2-1";"AW-N-1";2;"2-1";19,1639337349349;14,6057392958147;0,516666666666667;5,85;2,13349719101124;54,45;55,1166666666667;7,15051498127341;5,4;0,227848101265823;"North";0,899999999999999;0,6;"Top Soil";"North"
2016-04-14 13:52:00;"W3-1";"AW-N-2";3;"3-1";32,594246195365;9,87330254521857;27,6;29,4333333333333;3,55566455696203;104,683333333333;125,866666666667;92,8036708860759;20;0,379987333755542;"North";1,1;0,4;"Top Soil";"North"
2016-04-18 20:30:00;"W3-3";"AW-N-3";4;"4-3";18,8789041643816;9,94338332272586;4,8;35,1333333333333;19,9666666666667;0;30,0666666666667;14,9012538898041;0;0;"North";0,466666666666697;0,5;"Top Soil";"North"
2016-04-26 11:50:00;"W5-1";"AW-N-4";5;"5-1";32,4655416104866;7,80976161323569;1,28333333333333;16,75;3,75931894618834;91,4;145,866666666667;108,694506726457;30,4;0,255677039529016;"North";0,533333333333296;0,5;"Top Soil";"North"
2016-05-03 13:10:00;NA;"AW-N-5";6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North";1,6;0,4;"Top Soil";"North"
2016-05-10 00:06:00;NA;"AW-N-6";7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North";2,8666666666667;0,5;"Top Soil";"North"
2016-05-24 12:00:00;"W9-1";"AW-N-8";9;"9-5";5,11676366158044;3,98854631501369;2,18333333333333;32,6833333333333;12,5747434119279;110,116666666667;170,183333333333;140,15;11,8;0,0982241953385128;"North";2,7;0,4;"Top Soil";"North"
2016-06-07 12:00:00;"W11-1";"AW-N-10";14;"14-1";38,417591539855;14,2586415009587;20,8666666666667;24,8166666666667;6,120877907964;0;21,9833333333333;8,0518254372559;10,4;0,159021406727829;"North";2,5;0,4;"Top Soil";"North"
2016-06-14 13:06:00;NA;"AW-N-11";15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North";2,85;0,4;"Top Soil";"North"
2016-04-05 15:08:00;"W2-1";"AW-N-1";2;"2-1";19,1639337349349;14,6057392958147;0,516666666666667;5,85;2,13349719101124;54,45;55,1166666666667;7,15051498127341;5,4;0,227848101265823;"BulkDD";1,05133743584002;0,6;"Top Soil";"Bulk"
2016-04-14 13:52:00;"W3-1";"AW-N-2";3;"3-1";32,594246195365;9,87330254521857;27,6;29,4333333333333;3,55566455696203;104,683333333333;125,866666666667;92,8036708860759;20;0,379987333755542;"BulkDD";1,05021009120714;0,5;"Top Soil";"Bulk"
2016-04-18 20:30:00;"W3-3";"AW-N-3";4;"4-3";18,8789041643816;9,94338332272586;4,8;35,1333333333333;19,9666666666667;0;30,0666666666667;14,9012538898041;0;0;"BulkDD";0,834320642845018;0,5;"Top Soil";"Bulk"
2016-04-26 11:50:00;"W5-1";"AW-N-4";5;"5-1";32,4655416104866;7,80976161323569;1,28333333333333;16,75;3,75931894618834;91,4;145,866666666667;108,694506726457;30,4;0,255677039529016;"BulkDD";1,07265332416155;0,5;"Top Soil";"Bulk"
2016-05-03 13:10:00;NA;"AW-N-5";6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BulkDD";1,6170978657899;0,6;"Top Soil";"Bulk"
2016-05-10 00:06:00;NA;"AW-N-6";7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BulkDD";2,29724024335217;0,5;"Top Soil";"Bulk"
2016-06-07 12:00:00;"W11-1";"AW-N-10";14;"14-1";38,417591539855;14,2586415009587;20,8666666666667;24,8166666666667;6,120877907964;0;21,9833333333333;8,0518254372559;10,4;0,159021406727829;"BulkDD";2,86086521786846;0,4;"Top Soil";"Bulk"
2016-06-14 13:06:00;NA;"AW-N-11";15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BulkDD";3,12983874567982;0,4;"Top Soil";"Bulk"
