"Date";"DateCheck";"Q.m3Hrs";"Qna"
2016-04-22 06:04:00;"22/04/2016 06:04";6,645;6,645
2016-04-22 06:06:00;"22/04/2016 06:06";6,59;6,59
2016-04-22 06:08:00;"22/04/2016 06:08";6,62;6,62
2016-04-22 06:10:00;"22/04/2016 06:10";6,285;6,285
2016-04-22 06:12:00;"22/04/2016 06:12";6,581;6,581
2016-04-22 06:14:00;"22/04/2016 06:14";6,663;6,663
2016-04-22 06:16:00;"22/04/2016 06:16";6,409;6,409
2016-04-22 06:18:00;"22/04/2016 06:18";6,381;6,381
2016-04-22 06:20:00;"22/04/2016 06:20";6,519;6,519
2016-04-22 06:22:00;"22/04/2016 06:22";6,658;6,658
2016-04-22 06:24:00;"22/04/2016 06:24";6,441;6,441
2016-04-22 06:26:00;"22/04/2016 06:26";6,61;6,61
2016-04-22 06:28:00;"22/04/2016 06:28";6,571;6,571
2016-04-22 06:30:00;"22/04/2016 06:30";6,206;6,206
2016-04-22 06:32:00;"22/04/2016 06:32";6,328;6,328
2016-04-22 06:34:00;"22/04/2016 06:34";6,246;6,246
2016-04-22 06:36:00;"22/04/2016 06:36";6,52;6,52
2016-04-22 06:38:00;"22/04/2016 06:38";6,729;6,729
2016-04-22 06:40:00;"22/04/2016 06:40";6,573;6,573
2016-04-22 06:42:00;"22/04/2016 06:42";6,233;6,233
2016-04-22 06:44:00;"22/04/2016 06:44";6,267;6,267
2016-04-22 06:46:00;"22/04/2016 06:46";6,301;6,301
2016-04-22 06:48:00;"22/04/2016 06:48";6,727;6,727
2016-04-22 06:50:00;"22/04/2016 06:50";6,774;6,774
2016-04-22 06:52:00;"22/04/2016 06:52";6,528;6,528
2016-04-22 06:54:00;"22/04/2016 06:54";6,578;6,578
2016-04-22 06:56:00;"22/04/2016 06:56";6,496;6,496
2016-04-22 06:58:00;"22/04/2016 06:58";6,896;6,896
2016-04-22 07:00:00;"22/04/2016 07:00";6,213;6,213
2016-04-22 07:02:00;"22/04/2016 07:02";6,369;6,369
2016-04-22 07:04:00;"22/04/2016 07:04";7,07;7,07
2016-04-22 07:06:00;"22/04/2016 07:06";6,524;6,524
2016-04-22 07:08:00;"22/04/2016 07:08";6,753;6,753
2016-04-22 07:10:00;"22/04/2016 07:10";6,646;6,646
2016-04-22 07:12:00;"22/04/2016 07:12";6,594;6,594
2016-04-22 07:14:00;"22/04/2016 07:14";7,084;7,084
2016-04-22 07:16:00;"22/04/2016 07:16";6,919;6,919
2016-04-22 07:18:00;"22/04/2016 07:18";6,959;6,959
2016-04-22 07:20:00;"22/04/2016 07:20";6,487;6,487
2016-04-22 07:22:00;"22/04/2016 07:22";6,896;6,896
2016-04-22 07:24:00;"22/04/2016 07:24";6,667;6,667
2016-04-22 07:26:00;"22/04/2016 07:26";6,35;6,35
2016-04-22 07:28:00;"22/04/2016 07:28";6,876;6,876
2016-04-22 07:30:00;"22/04/2016 07:30";6,915;6,915
2016-04-22 07:32:00;"22/04/2016 07:32";7,215;7,215
2016-04-22 07:34:00;"22/04/2016 07:34";8,204;8,204
2016-04-22 07:36:00;"22/04/2016 07:36";7,734;7,734
2016-04-22 07:38:00;"22/04/2016 07:38";7,572;7,572
2016-04-22 07:40:00;"22/04/2016 07:40";7,925;7,925
2016-04-22 07:42:00;"22/04/2016 07:42";7,843;7,843
2016-04-22 07:44:00;"22/04/2016 07:44";8,417;8,417
2016-04-22 07:46:00;"22/04/2016 07:46";8,681;8,681
2016-04-22 07:48:00;"22/04/2016 07:48";8,378;8,378
2016-04-22 07:50:00;"22/04/2016 07:50";7,927;7,927
2016-04-22 07:52:00;"22/04/2016 07:52";7,303;7,303
2016-04-22 07:54:00;"22/04/2016 07:54";7,45;7,45
2016-04-22 07:56:00;"22/04/2016 07:56";7,636;7,636
2016-04-22 07:58:00;"22/04/2016 07:58";7,163;7,163
2016-04-22 08:00:00;"22/04/2016 08:00";7,415;7,415
2016-04-22 08:02:00;"22/04/2016 08:02";7,998;7,998
2016-04-22 08:04:00;"22/04/2016 08:04";7,813;7,813
2016-04-22 08:06:00;"22/04/2016 08:06";8,147;8,147
2016-04-22 08:08:00;"22/04/2016 08:08";8,357;8,357
2016-04-22 08:10:00;"22/04/2016 08:10";7,908;7,908
2016-04-22 08:12:00;"22/04/2016 08:12";7,697;7,697
2016-04-22 08:14:00;"22/04/2016 08:14";7,99;7,99
2016-04-22 08:16:00;"22/04/2016 08:16";8,17;8,17
2016-04-22 08:18:00;"22/04/2016 08:18";7,735;7,735
2016-04-22 08:20:00;"22/04/2016 08:20";7,188;7,188
2016-04-22 08:22:00;"22/04/2016 08:22";8,024;8,024
2016-04-22 08:24:00;"22/04/2016 08:24";7,978;7,978
2016-04-22 08:26:00;"22/04/2016 08:26";7,425;7,425
2016-04-22 08:28:00;"22/04/2016 08:28";7,334;7,334
2016-04-22 08:30:00;"22/04/2016 08:30";8,719;8,719
2016-04-22 08:32:00;"22/04/2016 08:32";7,272;7,272
2016-04-22 08:34:00;"22/04/2016 08:34";7,695;7,695
2016-04-22 08:36:00;"22/04/2016 08:36";7,644;7,644
2016-04-22 08:38:00;"22/04/2016 08:38";8,033;8,033
2016-04-22 08:40:00;"22/04/2016 08:40";7,422;7,422
2016-04-22 08:42:00;"22/04/2016 08:42";7,216;7,216
2016-04-22 08:44:00;"22/04/2016 08:44";8,012;8,012
2016-04-22 08:46:00;"22/04/2016 08:46";7,438;7,438
2016-04-22 08:48:00;"22/04/2016 08:48";7,674;7,674
2016-04-22 08:50:00;"22/04/2016 08:50";7,613;7,613
2016-04-22 08:52:00;"22/04/2016 08:52";7,941;7,941
2016-04-22 08:54:00;"22/04/2016 08:54";8,06;8,06
2016-04-22 08:56:00;"22/04/2016 08:56";7,342;7,342
2016-04-22 08:58:00;"22/04/2016 08:58";7,666;7,666
2016-04-22 09:00:00;"22/04/2016 09:00";7,362;7,362
2016-04-22 09:02:00;"22/04/2016 09:02";7,647;7,647
2016-04-22 09:04:00;"22/04/2016 09:04";7,625;7,625
2016-04-22 09:06:00;"22/04/2016 09:06";7,179;7,179
2016-04-22 09:08:00;"22/04/2016 09:08";7,651;7,651
2016-04-22 09:10:00;"22/04/2016 09:10";7,575;7,575
2016-04-22 09:12:00;"22/04/2016 09:12";7,008;7,008
2016-04-22 09:14:00;"22/04/2016 09:14";7,614;7,614
2016-04-22 09:16:00;"22/04/2016 09:16";7,253;7,253
2016-04-22 09:18:00;"22/04/2016 09:18";7,311;7,311
2016-04-22 09:20:00;"22/04/2016 09:20";6,915;6,915
2016-04-22 09:22:00;"22/04/2016 09:22";7,501;7,501
2016-04-22 09:24:00;"22/04/2016 09:24";7,097;7,097
2016-04-22 09:26:00;"22/04/2016 09:26";7,294;7,294
2016-04-22 09:28:00;"22/04/2016 09:28";7,433;7,433
2016-04-22 09:30:00;"22/04/2016 09:30";6,812;6,812
2016-04-22 09:32:00;"22/04/2016 09:32";7,128;7,128
2016-04-22 09:34:00;"22/04/2016 09:34";7,247;7,247
2016-04-22 09:36:00;"22/04/2016 09:36";7,537;7,537
2016-04-22 09:38:00;"22/04/2016 09:38";7,108;7,108
2016-04-22 09:40:00;"22/04/2016 09:40";7,006;7,006
2016-04-22 09:42:00;"22/04/2016 09:42";6,816;6,816
2016-04-22 09:44:00;"22/04/2016 09:44";7,284;7,284
2016-04-22 09:46:00;"22/04/2016 09:46";7,305;7,305
2016-04-22 09:48:00;"22/04/2016 09:48";7,2;7,2
2016-04-22 09:50:00;"22/04/2016 09:50";7,673;7,673
2016-04-22 09:52:00;"22/04/2016 09:52";7,293;7,293
2016-04-22 09:54:00;"22/04/2016 09:54";7,041;7,041
2016-04-22 09:56:00;"22/04/2016 09:56";7,752;7,752
2016-04-22 09:58:00;"22/04/2016 09:58";7,333;7,333
2016-04-22 10:00:00;"22/04/2016 10:00";7,518;7,518
2016-04-22 10:02:00;"22/04/2016 10:02";6,554;6,554
2016-04-22 10:04:00;"22/04/2016 10:04";6,742;6,742
2016-04-22 10:06:00;"22/04/2016 10:06";7,512;7,512
2016-04-22 10:08:00;"22/04/2016 10:08";7,31;7,31
2016-04-22 10:10:00;"22/04/2016 10:10";7,534;7,534
2016-04-22 10:12:00;"22/04/2016 10:12";7,369;7,369
2016-04-22 10:14:00;"22/04/2016 10:14";7,565;7,565
2016-04-22 10:16:00;"22/04/2016 10:16";7,842;7,842
2016-04-22 10:18:00;"22/04/2016 10:18";7,884;7,884
2016-04-22 10:20:00;"22/04/2016 10:20";7,125;7,125
2016-04-22 10:22:00;"22/04/2016 10:22";7,331;7,331
2016-04-22 10:24:00;"22/04/2016 10:24";7,539;7,539
2016-04-22 10:26:00;"22/04/2016 10:26";7,147;7,147
2016-04-22 10:28:00;"22/04/2016 10:28";7,309;7,309
2016-04-22 10:30:00;"22/04/2016 10:30";7,26;7,26
2016-04-22 10:32:00;"22/04/2016 10:32";7,158;7,158
2016-04-22 10:34:00;"22/04/2016 10:34";7,292;7,292
2016-04-22 10:36:00;"22/04/2016 10:36";7,844;7,844
2016-04-22 10:38:00;"22/04/2016 10:38";6,889;6,889
2016-04-22 10:40:00;"22/04/2016 10:40";7,227;7,227
2016-04-22 10:42:00;"22/04/2016 10:42";7,643;7,643
2016-04-22 10:44:00;"22/04/2016 10:44";7,968;7,968
2016-04-22 10:46:00;"22/04/2016 10:46";7,466;7,466
2016-04-22 10:48:00;"22/04/2016 10:48";7,045;7,045
2016-04-22 10:50:00;"22/04/2016 10:50";7,224;7,224
2016-04-22 10:52:00;"22/04/2016 10:52";7,669;7,669
2016-04-22 10:54:00;"22/04/2016 10:54";7,239;7,239
2016-04-22 10:56:00;"22/04/2016 10:56";6,841;6,841
2016-04-22 10:58:00;"22/04/2016 10:58";6,855;6,855
2016-04-22 11:00:00;"22/04/2016 11:00";7,118;7,118
2016-04-22 11:02:00;"22/04/2016 11:02";7,63;7,63
2016-04-22 11:04:00;"22/04/2016 11:04";6,952;6,952
2016-04-22 11:06:00;"22/04/2016 11:06";7,406;7,406
2016-04-22 11:08:00;"22/04/2016 11:08";7,293;7,293
2016-04-22 11:10:00;"22/04/2016 11:10";6,921;6,921
2016-04-22 11:12:00;"22/04/2016 11:12";7,489;7,489
2016-04-22 11:14:00;"22/04/2016 11:14";6,85;6,85
2016-04-22 11:16:00;"22/04/2016 11:16";6,991;6,991
2016-04-22 11:18:00;"22/04/2016 11:18";7,484;7,484
2016-04-22 11:20:00;"22/04/2016 11:20";6,986;6,986
2016-04-22 11:22:00;"22/04/2016 11:22";7,227;7,227
2016-04-22 11:24:00;"22/04/2016 11:24";7,205;7,205
2016-04-22 11:26:00;"22/04/2016 11:26";7,882;7,882
2016-04-22 11:28:00;"22/04/2016 11:28";7,064;7,064
2016-04-22 11:30:00;"22/04/2016 11:30";6,971;6,971
2016-04-22 11:32:00;"22/04/2016 11:32";6,97;6,97
2016-04-22 11:34:00;"22/04/2016 11:34";7,542;7,542
2016-04-22 11:36:00;"22/04/2016 11:36";7,351;7,351
2016-04-22 11:38:00;"22/04/2016 11:38";7,465;7,465
2016-04-22 11:40:00;"22/04/2016 11:40";7,077;7,077
2016-04-22 11:42:00;"22/04/2016 11:42";7,562;7,562
2016-04-22 11:44:00;"22/04/2016 11:44";7,561;7,561
2016-04-22 11:46:00;"22/04/2016 11:46";7,229;7,229
2016-04-22 11:48:00;"22/04/2016 11:48";7,263;7,263
2016-04-22 11:50:00;"22/04/2016 11:50";7,249;7,249
2016-04-22 11:52:00;"22/04/2016 11:52";7,336;7,336
2016-04-22 11:54:00;"22/04/2016 11:54";7,677;7,677
2016-04-22 11:56:00;"22/04/2016 11:56";7,23;7,23
2016-04-22 11:58:00;"22/04/2016 11:58";7,504;7,504
2016-04-22 12:00:00;"22/04/2016 12:00";7,29;7,29
2016-04-22 12:02:00;"22/04/2016 12:02";7,113;7,113
2016-04-22 12:04:00;"22/04/2016 12:04";6,862;6,862
2016-04-22 12:06:00;"22/04/2016 12:06";7,395;7,395
2016-04-22 12:08:00;"22/04/2016 12:08";6,746;6,746
2016-04-22 12:10:00;"22/04/2016 12:10";7,021;7,021
2016-04-22 12:12:00;"22/04/2016 12:12";7,85;7,85
2016-04-22 12:14:00;"22/04/2016 12:14";7,934;7,934
2016-04-22 12:16:00;"22/04/2016 12:16";7,552;7,552
2016-04-22 12:18:00;"22/04/2016 12:18";7,276;7,276
2016-04-22 12:20:00;"22/04/2016 12:20";7,816;7,816
2016-04-22 12:22:00;"22/04/2016 12:22";7,493;7,493
2016-04-22 12:24:00;"22/04/2016 12:24";7,494;7,494
2016-04-22 12:26:00;"22/04/2016 12:26";7,601;7,601
2016-04-22 12:28:00;"22/04/2016 12:28";7,567;7,567
2016-04-22 12:30:00;"22/04/2016 12:30";7,639;7,639
2016-04-22 12:32:00;"22/04/2016 12:32";7,406;7,406
2016-04-22 12:34:00;"22/04/2016 12:34";7,607;7,607
2016-04-22 12:36:00;"22/04/2016 12:36";7,433;7,433
2016-04-22 12:38:00;"22/04/2016 12:38";7,628;7,628
2016-04-22 12:40:00;"22/04/2016 12:40";7,702;7,702
2016-04-22 12:42:00;"22/04/2016 12:42";7,295;7,295
2016-04-22 12:44:00;"22/04/2016 12:44";7,969;7,969
2016-04-22 12:46:00;"22/04/2016 12:46";6,898;6,898
2016-04-22 12:48:00;"22/04/2016 12:48";7,243;7,243
2016-04-22 12:50:00;"22/04/2016 12:50";7,521;7,521
2016-04-22 12:52:00;"22/04/2016 12:52";7,279;7,279
2016-04-22 12:54:00;"22/04/2016 12:54";7,967;7,967
2016-04-22 12:56:00;"22/04/2016 12:56";7,231;7,231
2016-04-22 12:58:00;"22/04/2016 12:58";7,717;7,717
2016-04-22 13:00:00;"22/04/2016 13:00";7,407;7,407
2016-04-22 13:02:00;"22/04/2016 13:02";7,684;7,684
2016-04-22 13:04:00;"22/04/2016 13:04";7,267;7,267
2016-04-22 13:06:00;"22/04/2016 13:06";7,621;7,621
2016-04-22 13:08:00;"22/04/2016 13:08";7,8;7,8
2016-04-22 13:10:00;"22/04/2016 13:10";7,678;7,678
2016-04-22 13:12:00;"22/04/2016 13:12";7,016;7,016
2016-04-22 13:14:00;"22/04/2016 13:14";7,197;7,197
2016-04-22 13:16:00;"22/04/2016 13:16";8,363;8,363
2016-04-22 13:18:00;"22/04/2016 13:18";7,973;7,973
2016-04-22 13:20:00;"22/04/2016 13:20";7,71;7,71
2016-04-22 13:22:00;"22/04/2016 13:22";8,245;8,245
2016-04-22 13:24:00;"22/04/2016 13:24";7,489;7,489
2016-04-22 13:26:00;"22/04/2016 13:26";7,829;7,829
2016-04-22 13:28:00;"22/04/2016 13:28";7,622;7,622
2016-04-22 13:30:00;"22/04/2016 13:30";7,979;7,979
2016-04-22 13:32:00;"22/04/2016 13:32";7,648;7,648
2016-04-22 13:34:00;"22/04/2016 13:34";7,541;7,541
2016-04-22 13:36:00;"22/04/2016 13:36";7,419;7,419
2016-04-22 13:38:00;"22/04/2016 13:38";7,638;7,638
2016-04-22 13:40:00;"22/04/2016 13:40";7,548;7,548
2016-04-22 13:42:00;"22/04/2016 13:42";7,3;7,3
2016-04-22 13:44:00;"22/04/2016 13:44";7,356;7,356
2016-04-22 13:46:00;"22/04/2016 13:46";7,834;7,834
2016-04-22 13:48:00;"22/04/2016 13:48";7,86;7,86
2016-04-22 13:50:00;"22/04/2016 13:50";7,914;7,914
2016-04-22 13:52:00;"22/04/2016 13:52";7,411;7,411
2016-04-22 13:54:00;"22/04/2016 13:54";6,871;6,871
2016-04-22 13:56:00;"22/04/2016 13:56";7,396;7,396
2016-04-22 13:58:00;"22/04/2016 13:58";7,448;7,448
2016-04-22 14:00:00;"22/04/2016 14:00";7,845;7,845
2016-04-22 14:02:00;"22/04/2016 14:02";7,864;7,864
2016-04-22 14:04:00;"22/04/2016 14:04";7,266;7,266
2016-04-22 14:06:00;"22/04/2016 14:06";7,098;7,098
2016-04-22 14:08:00;"22/04/2016 14:08";7,433;7,433
2016-04-22 14:10:00;"22/04/2016 14:10";7,98;7,98
2016-04-22 14:12:00;"22/04/2016 14:12";7,631;7,631
2016-04-22 14:14:00;"22/04/2016 14:14";7,93;7,93
2016-04-22 14:16:00;"22/04/2016 14:16";7,514;7,514
2016-04-22 14:18:00;"22/04/2016 14:18";7,673;7,673
2016-04-22 14:20:00;"22/04/2016 14:20";7,647;7,647
2016-04-22 14:22:00;"22/04/2016 14:22";7,593;7,593
2016-04-22 14:24:00;"22/04/2016 14:24";7,943;7,943
2016-04-22 14:26:00;"22/04/2016 14:26";7,104;7,104
2016-04-22 14:28:00;"22/04/2016 14:28";7,546;7,546
2016-04-22 14:30:00;"22/04/2016 14:30";7,253;7,253
2016-04-22 14:32:00;"22/04/2016 14:32";7,735;7,735
2016-04-22 14:34:00;"22/04/2016 14:34";7,576;7,576
2016-04-22 14:36:00;"22/04/2016 14:36";7,963;7,963
2016-04-22 14:38:00;"22/04/2016 14:38";7,298;7,298
2016-04-22 14:40:00;"22/04/2016 14:40";7,723;7,723
2016-04-22 14:42:00;"22/04/2016 14:42";7,673;7,673
2016-04-22 14:44:00;"22/04/2016 14:44";7,189;7,189
2016-04-22 14:46:00;"22/04/2016 14:46";7,573;7,573
2016-04-22 14:48:00;"22/04/2016 14:48";7,505;7,505
2016-04-22 14:50:00;"22/04/2016 14:50";7,593;7,593
2016-04-22 14:52:00;"22/04/2016 14:52";7,684;7,684
2016-04-22 14:54:00;"22/04/2016 14:54";7,656;7,656
2016-04-22 14:56:00;"22/04/2016 14:56";7,619;7,619
2016-04-22 14:58:00;"22/04/2016 14:58";7,262;7,262
2016-04-22 15:00:00;"22/04/2016 15:00";7,374;7,374
2016-04-22 15:02:00;"22/04/2016 15:02";7,299;7,299
2016-04-22 15:04:00;"22/04/2016 15:04";7,375;7,375
2016-04-22 15:06:00;"22/04/2016 15:06";7,548;7,548
2016-04-22 15:08:00;"22/04/2016 15:08";8,029;8,029
2016-04-22 15:10:00;"22/04/2016 15:10";7,511;7,511
2016-04-22 15:12:00;"22/04/2016 15:12";7,514;7,514
2016-04-22 15:14:00;"22/04/2016 15:14";7,922;7,922
2016-04-22 15:16:00;"22/04/2016 15:16";7,228;7,228
2016-04-22 15:18:00;"22/04/2016 15:18";7,359;7,359
2016-04-22 15:20:00;"22/04/2016 15:20";7,86;7,86
2016-04-22 15:22:00;"22/04/2016 15:22";7,977;7,977
2016-04-22 15:24:00;"22/04/2016 15:24";7,929;7,929
2016-04-22 15:26:00;"22/04/2016 15:26";7,74;7,74
2016-04-22 15:28:00;"22/04/2016 15:28";7,563;7,563
2016-04-22 15:30:00;"22/04/2016 15:30";8,061;8,061
2016-04-22 15:32:00;"22/04/2016 15:32";7,941;7,941
2016-04-22 15:34:00;"22/04/2016 15:34";7,921;7,921
2016-04-22 15:36:00;"22/04/2016 15:36";7,839;7,839
2016-04-22 15:38:00;"22/04/2016 15:38";7,42;7,42
2016-04-22 15:40:00;"22/04/2016 15:40";8,087;8,087
2016-04-22 15:42:00;"22/04/2016 15:42";7,315;7,315
2016-04-22 15:44:00;"22/04/2016 15:44";7,632;7,632
2016-04-22 15:46:00;"22/04/2016 15:46";7,609;7,609
2016-04-22 15:48:00;"22/04/2016 15:48";7,956;7,956
2016-04-22 15:50:00;"22/04/2016 15:50";8,478;8,478
2016-04-22 15:52:00;"22/04/2016 15:52";8,13;8,13
2016-04-22 15:54:00;"22/04/2016 15:54";8,194;8,194
2016-04-22 15:56:00;"22/04/2016 15:56";7,973;7,973
2016-04-22 15:58:00;"22/04/2016 15:58";7,589;7,589
2016-04-22 16:00:00;"22/04/2016 16:00";8,404;8,404
2016-04-22 16:02:00;"22/04/2016 16:02";8,016;8,016
2016-04-22 16:04:00;"22/04/2016 16:04";7,311;7,311
2016-04-22 16:06:00;"22/04/2016 16:06";7,719;7,719
2016-04-22 16:08:00;"22/04/2016 16:08";8,039;8,039
2016-04-22 16:10:00;"22/04/2016 16:10";7,97;7,97
2016-04-22 16:12:00;"22/04/2016 16:12";7,011;7,011
2016-04-22 16:14:00;"22/04/2016 16:14";7,646;7,646
2016-04-22 16:16:00;"22/04/2016 16:16";7,429;7,429
2016-04-22 16:18:00;"22/04/2016 16:18";8,001;8,001
2016-04-22 16:20:00;"22/04/2016 16:20";7,725;7,725
2016-04-22 16:22:00;"22/04/2016 16:22";7,646;7,646
2016-04-22 16:24:00;"22/04/2016 16:24";7,638;7,638
2016-04-22 16:26:00;"22/04/2016 16:26";7,914;7,914
2016-04-22 16:28:00;"22/04/2016 16:28";8,315;8,315
2016-04-22 16:30:00;"22/04/2016 16:30";7,455;7,455
2016-04-22 16:32:00;"22/04/2016 16:32";7,831;7,831
2016-04-22 16:34:00;"22/04/2016 16:34";7,277;7,277
2016-04-22 16:36:00;"22/04/2016 16:36";8,681;8,681
2016-04-22 16:38:00;"22/04/2016 16:38";7,076;7,076
2016-04-22 16:40:00;"22/04/2016 16:40";7,639;7,639
2016-04-22 16:42:00;"22/04/2016 16:42";7,468;7,468
2016-04-22 16:44:00;"22/04/2016 16:44";7,717;7,717
2016-04-22 16:46:00;"22/04/2016 16:46";7,848;7,848
2016-04-22 16:48:00;"22/04/2016 16:48";8,201;8,201
2016-04-22 16:50:00;"22/04/2016 16:50";7,38;7,38
2016-04-22 16:52:00;"22/04/2016 16:52";7,918;7,918
2016-04-22 16:54:00;"22/04/2016 16:54";8,241;8,241
2016-04-22 16:56:00;"22/04/2016 16:56";7,642;7,642
2016-04-22 16:58:00;"22/04/2016 16:58";7,983;7,983
2016-04-22 17:00:00;"22/04/2016 17:00";7,834;7,834
2016-04-22 17:02:00;"22/04/2016 17:02";8,063;8,063
2016-04-22 17:04:00;"22/04/2016 17:04";7,729;7,729
2016-04-22 17:06:00;"22/04/2016 17:06";8,127;8,127
2016-04-22 17:08:00;"22/04/2016 17:08";7,559;7,559
2016-04-22 17:10:00;"22/04/2016 17:10";7,737;7,737
2016-04-22 17:12:00;"22/04/2016 17:12";8,024;8,024
2016-04-22 17:14:00;"22/04/2016 17:14";7,587;7,587
2016-04-22 17:16:00;"22/04/2016 17:16";8,148;8,148
2016-04-22 17:18:00;"22/04/2016 17:18";6,91;6,91
2016-04-22 17:20:00;"22/04/2016 17:20";7,559;7,559
2016-04-22 17:22:00;"22/04/2016 17:22";7,613;7,613
2016-04-22 17:24:00;"22/04/2016 17:24";7,973;7,973
2016-04-22 17:26:00;"22/04/2016 17:26";7,591;7,591
2016-04-22 17:28:00;"22/04/2016 17:28";7,952;7,952
2016-04-22 17:30:00;"22/04/2016 17:30";7,87;7,87
2016-04-22 17:32:00;"22/04/2016 17:32";7,958;7,958
2016-04-22 17:34:00;"22/04/2016 17:34";8,033;8,033
2016-04-22 17:36:00;"22/04/2016 17:36";8,721;8,721
2016-04-22 17:38:00;"22/04/2016 17:38";7,852;7,852
2016-04-22 17:40:00;"22/04/2016 17:40";7,409;7,409
2016-04-22 17:42:00;"22/04/2016 17:42";7,963;7,963
2016-04-22 17:44:00;"22/04/2016 17:44";6,968;6,968
2016-04-22 17:46:00;"22/04/2016 17:46";8,004;8,004
2016-04-22 17:48:00;"22/04/2016 17:48";7,362;7,362
2016-04-22 17:50:00;"22/04/2016 17:50";7,359;7,359
2016-04-22 17:52:00;"22/04/2016 17:52";7,632;7,632
2016-04-22 17:54:00;"22/04/2016 17:54";7,68;7,68
2016-04-22 17:56:00;"22/04/2016 17:56";8,002;8,002
2016-04-22 17:58:00;"22/04/2016 17:58";8,348;8,348
2016-04-22 18:00:00;"22/04/2016 18:00";7,843;7,843
2016-04-22 18:02:00;"22/04/2016 18:02";8,392;8,392
2016-04-22 18:04:00;"22/04/2016 18:04";8,39;8,39
2016-04-22 18:06:00;"22/04/2016 18:06";7,53;7,53
2016-04-22 18:08:00;"22/04/2016 18:08";7,811;7,811
2016-04-22 18:10:00;"22/04/2016 18:10";7,982;7,982
2016-04-22 18:12:00;"22/04/2016 18:12";7,541;7,541
2016-04-22 18:14:00;"22/04/2016 18:14";7,366;7,366
2016-04-22 18:16:00;"22/04/2016 18:16";8,014;8,014
2016-04-22 18:18:00;"22/04/2016 18:18";8,56;8,56
2016-04-22 18:20:00;"22/04/2016 18:20";8,224;8,224
2016-04-22 18:22:00;"22/04/2016 18:22";8,037;8,037
2016-04-22 18:24:00;"22/04/2016 18:24";7,557;7,557
2016-04-22 18:26:00;"22/04/2016 18:26";8,418;8,418
2016-04-22 18:28:00;"22/04/2016 18:28";8,681;8,681
2016-04-22 18:30:00;"22/04/2016 18:30";7,831;7,831
2016-04-22 18:32:00;"22/04/2016 18:32";7,988;7,988
2016-04-22 18:34:00;"22/04/2016 18:34";7,614;7,614
2016-04-22 18:36:00;"22/04/2016 18:36";8,762;8,762
2016-04-22 18:38:00;"22/04/2016 18:38";8,468;8,468
2016-04-22 18:40:00;"22/04/2016 18:40";7,961;7,961
2016-04-22 18:42:00;"22/04/2016 18:42";7,328;7,328
2016-04-22 18:44:00;"22/04/2016 18:44";8,033;8,033
2016-04-22 18:46:00;"22/04/2016 18:46";7,582;7,582
2016-04-22 18:48:00;"22/04/2016 18:48";7,732;7,732
2016-04-22 18:50:00;"22/04/2016 18:50";8,627;8,627
2016-04-22 18:52:00;"22/04/2016 18:52";8,1;8,1
2016-04-22 18:54:00;"22/04/2016 18:54";8,293;8,293
2016-04-22 18:56:00;"22/04/2016 18:56";8,766;8,766
2016-04-22 18:58:00;"22/04/2016 18:58";7,996;7,996
2016-04-22 19:00:00;"22/04/2016 19:00";7,877;7,877
2016-04-22 19:02:00;"22/04/2016 19:02";8,756;8,756
2016-04-22 19:04:00;"22/04/2016 19:04";8,305;8,305
2016-04-22 19:06:00;"22/04/2016 19:06";8,284;8,284
2016-04-22 19:08:00;"22/04/2016 19:08";8,149;8,149
2016-04-22 19:10:00;"22/04/2016 19:10";8;8
2016-04-22 19:12:00;"22/04/2016 19:12";8,021;8,021
2016-04-22 19:14:00;"22/04/2016 19:14";7,815;7,815
2016-04-22 19:16:00;"22/04/2016 19:16";8,009;8,009
2016-04-22 19:18:00;"22/04/2016 19:18";7,155;7,155
2016-04-22 19:20:00;"22/04/2016 19:20";7,585;7,585
2016-04-22 19:22:00;"22/04/2016 19:22";7,526;7,526
2016-04-22 19:24:00;"22/04/2016 19:24";7,969;7,969
2016-04-22 19:26:00;"22/04/2016 19:26";8,104;8,104
2016-04-22 19:28:00;"22/04/2016 19:28";7,839;7,839
2016-04-22 19:30:00;"22/04/2016 19:30";7,394;7,394
2016-04-22 19:32:00;"22/04/2016 19:32";7,892;7,892
2016-04-22 19:34:00;"22/04/2016 19:34";7,906;7,906
2016-04-22 19:36:00;"22/04/2016 19:36";7,762;7,762
2016-04-22 19:38:00;"22/04/2016 19:38";8,108;8,108
2016-04-22 19:40:00;"22/04/2016 19:40";8,201;8,201
2016-04-22 19:42:00;"22/04/2016 19:42";8,111;8,111
2016-04-22 19:44:00;"22/04/2016 19:44";7,828;7,828
2016-04-22 19:46:00;"22/04/2016 19:46";7,701;7,701
2016-04-22 19:48:00;"22/04/2016 19:48";7,621;7,621
2016-04-22 19:50:00;"22/04/2016 19:50";8,415;8,415
2016-04-22 19:52:00;"22/04/2016 19:52";7,649;7,649
2016-04-22 19:54:00;"22/04/2016 19:54";7,475;7,475
2016-04-22 19:56:00;"22/04/2016 19:56";7,531;7,531
2016-04-22 19:58:00;"22/04/2016 19:58";8,311;8,311
2016-04-22 20:00:00;"22/04/2016 20:00";8,067;8,067
2016-04-22 20:02:00;"22/04/2016 20:02";7,204;7,204
2016-04-22 20:04:00;"22/04/2016 20:04";7,532;7,532
2016-04-22 20:06:00;"22/04/2016 20:06";7,566;7,566
2016-04-22 20:08:00;"22/04/2016 20:08";7,862;7,862
