"Date";"DateCheck";"Q.m3Hrs";"Qna"
2016-07-08 04:46:00;"08/07/2016 04:46";2,663;2,663
2016-07-08 04:48:00;"08/07/2016 04:48";2,443;2,443
2016-07-08 04:50:00;"08/07/2016 04:50";2,755;2,755
2016-07-08 04:52:00;"08/07/2016 04:52";2,517;2,517
2016-07-08 04:54:00;"08/07/2016 04:54";2,686;2,686
2016-07-08 04:56:00;"08/07/2016 04:56";2,687;2,687
2016-07-08 04:58:00;"08/07/2016 04:58";2,604;2,604
2016-07-08 05:00:00;"08/07/2016 05:00";2,791;2,791
2016-07-08 05:02:00;"08/07/2016 05:02";2,587;2,587
2016-07-08 05:04:00;"08/07/2016 05:04";2,776;2,776
2016-07-08 05:06:00;"08/07/2016 05:06";2,803;2,803
2016-07-08 05:08:00;"08/07/2016 05:08";2,592;2,592
2016-07-08 05:10:00;"08/07/2016 05:10";2,365;2,365
2016-07-08 05:12:00;"08/07/2016 05:12";2,736;2,736
2016-07-08 05:14:00;"08/07/2016 05:14";2,472;2,472
2016-07-08 05:16:00;"08/07/2016 05:16";2,46;2,46
2016-07-08 05:18:00;"08/07/2016 05:18";2,561;2,561
2016-07-08 05:20:00;"08/07/2016 05:20";2,564;2,564
2016-07-08 05:22:00;"08/07/2016 05:22";2,553;2,553
2016-07-08 05:24:00;"08/07/2016 05:24";2,571;2,571
2016-07-08 05:26:00;"08/07/2016 05:26";2,448;2,448
2016-07-08 05:28:00;"08/07/2016 05:28";2,731;2,731
2016-07-08 05:30:00;"08/07/2016 05:30";2,544;2,544
2016-07-08 05:32:00;"08/07/2016 05:32";2,472;2,472
2016-07-08 05:34:00;"08/07/2016 05:34";2,454;2,454
2016-07-08 05:36:00;"08/07/2016 05:36";2,468;2,468
2016-07-08 05:38:00;"08/07/2016 05:38";2,461;2,461
2016-07-08 05:40:00;"08/07/2016 05:40";2,807;2,807
2016-07-08 05:42:00;"08/07/2016 05:42";2,646;2,646
2016-07-08 05:44:00;"08/07/2016 05:44";2,538;2,538
2016-07-08 05:46:00;"08/07/2016 05:46";2,493;2,493
2016-07-08 05:48:00;"08/07/2016 05:48";2,688;2,688
2016-07-08 05:50:00;"08/07/2016 05:50";2,598;2,598
2016-07-08 05:52:00;"08/07/2016 05:52";2,606;2,606
2016-07-08 05:54:00;"08/07/2016 05:54";2,505;2,505
2016-07-08 05:56:00;"08/07/2016 05:56";2,493;2,493
2016-07-08 05:58:00;"08/07/2016 05:58";2,333;2,333
2016-07-08 06:00:00;"08/07/2016 06:00";2,548;2,548
2016-07-08 06:02:00;"08/07/2016 06:02";2,568;2,568
2016-07-08 06:04:00;"08/07/2016 06:04";2,501;2,501
2016-07-08 06:06:00;"08/07/2016 06:06";2,335;2,335
2016-07-08 06:08:00;"08/07/2016 06:08";2,747;2,747
2016-07-08 06:10:00;"08/07/2016 06:10";2,637;2,637
2016-07-08 06:12:00;"08/07/2016 06:12";2,524;2,524
2016-07-08 06:14:00;"08/07/2016 06:14";2,451;2,451
2016-07-08 06:16:00;"08/07/2016 06:16";2,592;2,592
2016-07-08 06:18:00;"08/07/2016 06:18";2,404;2,404
2016-07-08 06:20:00;"08/07/2016 06:20";2,601;2,601
2016-07-08 06:22:00;"08/07/2016 06:22";2,556;2,556
2016-07-08 06:24:00;"08/07/2016 06:24";2,452;2,452
2016-07-08 06:26:00;"08/07/2016 06:26";2,448;2,448
2016-07-08 06:28:00;"08/07/2016 06:28";2,585;2,585
2016-07-08 06:30:00;"08/07/2016 06:30";2,697;2,697
2016-07-08 06:32:00;"08/07/2016 06:32";2,661;2,661
2016-07-08 06:34:00;"08/07/2016 06:34";2,641;2,641
2016-07-08 06:36:00;"08/07/2016 06:36";2,438;2,438
2016-07-08 06:38:00;"08/07/2016 06:38";2,625;2,625
2016-07-08 06:40:00;"08/07/2016 06:40";2,584;2,584
2016-07-08 06:42:00;"08/07/2016 06:42";2,434;2,434
2016-07-08 06:44:00;"08/07/2016 06:44";2,556;2,556
2016-07-08 06:46:00;"08/07/2016 06:46";2,441;2,441
2016-07-08 06:48:00;"08/07/2016 06:48";2,549;2,549
2016-07-08 06:50:00;"08/07/2016 06:50";2,463;2,463
2016-07-08 06:52:00;"08/07/2016 06:52";2,347;2,347
2016-07-08 06:54:00;"08/07/2016 06:54";2,617;2,617
2016-07-08 06:56:00;"08/07/2016 06:56";2,459;2,459
2016-07-08 06:58:00;"08/07/2016 06:58";2,677;2,677
2016-07-08 07:00:00;"08/07/2016 07:00";2,281;2,281
2016-07-08 07:02:00;"08/07/2016 07:02";2,595;2,595
2016-07-08 07:04:00;"08/07/2016 07:04";2,384;2,384
2016-07-08 07:06:00;"08/07/2016 07:06";2,435;2,435
2016-07-08 07:08:00;"08/07/2016 07:08";2,611;2,611
2016-07-08 07:10:00;"08/07/2016 07:10";2,562;2,562
2016-07-08 07:12:00;"08/07/2016 07:12";2,396;2,396
2016-07-08 07:14:00;"08/07/2016 07:14";2,528;2,528
2016-07-08 07:16:00;"08/07/2016 07:16";2,607;2,607
2016-07-08 07:18:00;"08/07/2016 07:18";2,433;2,433
2016-07-08 07:20:00;"08/07/2016 07:20";2,607;2,607
2016-07-08 07:22:00;"08/07/2016 07:22";2,607;2,607
2016-07-08 07:24:00;"08/07/2016 07:24";2,428;2,428
2016-07-08 07:26:00;"08/07/2016 07:26";2,594;2,594
2016-07-08 07:28:00;"08/07/2016 07:28";2,453;2,453
2016-07-08 07:30:00;"08/07/2016 07:30";2,363;2,363
2016-07-08 07:32:00;"08/07/2016 07:32";2,461;2,461
2016-07-08 07:34:00;"08/07/2016 07:34";2,52;2,52
2016-07-08 07:36:00;"08/07/2016 07:36";2,491;2,491
2016-07-08 07:38:00;"08/07/2016 07:38";2,612;2,612
2016-07-08 07:40:00;"08/07/2016 07:40";2,437;2,437
2016-07-08 07:42:00;"08/07/2016 07:42";2,527;2,527
2016-07-08 07:44:00;"08/07/2016 07:44";2,55;2,55
2016-07-08 07:46:00;"08/07/2016 07:46";2,626;2,626
2016-07-08 07:48:00;"08/07/2016 07:48";2,503;2,503
2016-07-08 07:50:00;"08/07/2016 07:50";2,33;2,33
2016-07-08 07:52:00;"08/07/2016 07:52";2,445;2,445
2016-07-08 07:54:00;"08/07/2016 07:54";2,33;2,33
2016-07-08 07:56:00;"08/07/2016 07:56";2,429;2,429
2016-07-08 07:58:00;"08/07/2016 07:58";2,358;2,358
2016-07-08 08:00:00;"08/07/2016 08:00";2,608;2,608
2016-07-08 08:02:00;"08/07/2016 08:02";2,442;2,442
2016-07-08 08:04:00;"08/07/2016 08:04";2,434;2,434
2016-07-08 08:06:00;"08/07/2016 08:06";2,446;2,446
2016-07-08 08:08:00;"08/07/2016 08:08";2,378;2,378
2016-07-08 08:10:00;"08/07/2016 08:10";2,467;2,467
2016-07-08 08:12:00;"08/07/2016 08:12";2,446;2,446
2016-07-08 08:14:00;"08/07/2016 08:14";2,513;2,513
2016-07-08 08:16:00;"08/07/2016 08:16";2,64;2,64
2016-07-08 08:18:00;"08/07/2016 08:18";2,536;2,536
2016-07-08 08:20:00;"08/07/2016 08:20";2,6;2,6
2016-07-08 08:22:00;"08/07/2016 08:22";2,404;2,404
2016-07-08 08:24:00;"08/07/2016 08:24";2,417;2,417
2016-07-08 08:26:00;"08/07/2016 08:26";2,45;2,45
2016-07-08 08:28:00;"08/07/2016 08:28";2,405;2,405
2016-07-08 08:30:00;"08/07/2016 08:30";2,332;2,332
2016-07-08 08:32:00;"08/07/2016 08:32";2,529;2,529
2016-07-08 08:34:00;"08/07/2016 08:34";2,591;2,591
2016-07-08 08:36:00;"08/07/2016 08:36";2,458;2,458
2016-07-08 08:38:00;"08/07/2016 08:38";2,56;2,56
2016-07-08 08:40:00;"08/07/2016 08:40";2,614;2,614
2016-07-08 08:42:00;"08/07/2016 08:42";2,498;2,498
2016-07-08 08:44:00;"08/07/2016 08:44";2,418;2,418
2016-07-08 08:46:00;"08/07/2016 08:46";2,256;2,256
2016-07-08 08:48:00;"08/07/2016 08:48";2,451;2,451
2016-07-08 08:50:00;"08/07/2016 08:50";2,392;2,392
2016-07-08 08:52:00;"08/07/2016 08:52";2,508;2,508
2016-07-08 08:54:00;"08/07/2016 08:54";2,353;2,353
2016-07-08 08:56:00;"08/07/2016 08:56";2,448;2,448
2016-07-08 08:58:00;"08/07/2016 08:58";2,482;2,482
2016-07-08 09:00:00;"08/07/2016 09:00";2,48;2,48
2016-07-08 09:02:00;"08/07/2016 09:02";2,473;2,473
2016-07-08 09:04:00;"08/07/2016 09:04";2,554;2,554
2016-07-08 09:06:00;"08/07/2016 09:06";2,328;2,328
2016-07-08 09:08:00;"08/07/2016 09:08";2,367;2,367
2016-07-08 09:10:00;"08/07/2016 09:10";2,432;2,432
2016-07-08 09:12:00;"08/07/2016 09:12";2,367;2,367
2016-07-08 09:14:00;"08/07/2016 09:14";2,29;2,29
2016-07-08 09:16:00;"08/07/2016 09:16";2,55;2,55
2016-07-08 09:18:00;"08/07/2016 09:18";2,55;2,55
2016-07-08 09:20:00;"08/07/2016 09:20";2,41;2,41
2016-07-08 09:22:00;"08/07/2016 09:22";2,16;2,16
2016-07-08 09:24:00;"08/07/2016 09:24";2,638;2,638
2016-07-08 09:26:00;"08/07/2016 09:26";2,465;2,465
2016-07-08 09:28:00;"08/07/2016 09:28";2,418;2,418
2016-07-08 09:30:00;"08/07/2016 09:30";2,455;2,455
2016-07-08 09:32:00;"08/07/2016 09:32";2,334;2,334
2016-07-08 09:34:00;"08/07/2016 09:34";2,295;2,295
2016-07-08 09:36:00;"08/07/2016 09:36";2,421;2,421
2016-07-08 09:38:00;"08/07/2016 09:38";2,441;2,441
2016-07-08 09:40:00;"08/07/2016 09:40";2,225;2,225
2016-07-08 09:42:00;"08/07/2016 09:42";2,197;2,197
2016-07-08 09:44:00;"08/07/2016 09:44";2,268;2,268
2016-07-08 09:46:00;"08/07/2016 09:46";2,537;2,537
2016-07-08 09:48:00;"08/07/2016 09:48";2,171;2,171
2016-07-08 09:50:00;"08/07/2016 09:50";2,257;2,257
2016-07-08 09:52:00;"08/07/2016 09:52";2,151;2,151
2016-07-08 09:54:00;"08/07/2016 09:54";2,184;2,184
2016-07-08 09:56:00;"08/07/2016 09:56";2,444;2,444
2016-07-08 09:58:00;"08/07/2016 09:58";2,303;2,303
2016-07-08 10:00:00;"08/07/2016 10:00";2,527;2,527
2016-07-08 10:02:00;"08/07/2016 10:02";2,166;2,166
2016-07-08 10:04:00;"08/07/2016 10:04";2,127;2,127
2016-07-08 10:06:00;"08/07/2016 10:06";2,414;2,414
2016-07-08 10:08:00;"08/07/2016 10:08";2,308;2,308
2016-07-08 10:10:00;"08/07/2016 10:10";2,453;2,453
2016-07-08 10:12:00;"08/07/2016 10:12";2,459;2,459
2016-07-08 10:14:00;"08/07/2016 10:14";2,432;2,432
2016-07-08 10:16:00;"08/07/2016 10:16";2,248;2,248
2016-07-08 10:18:00;"08/07/2016 10:18";2,259;2,259
2016-07-08 10:20:00;"08/07/2016 10:20";2,282;2,282
2016-07-08 10:22:00;"08/07/2016 10:22";2,386;2,386
2016-07-08 10:24:00;"08/07/2016 10:24";2,216;2,216
2016-07-08 10:26:00;"08/07/2016 10:26";2,448;2,448
2016-07-08 10:28:00;"08/07/2016 10:28";2,318;2,318
2016-07-08 10:30:00;"08/07/2016 10:30";2,231;2,231
2016-07-08 10:32:00;"08/07/2016 10:32";2,263;2,263
2016-07-08 10:34:00;"08/07/2016 10:34";2,269;2,269
2016-07-08 10:36:00;"08/07/2016 10:36";2,256;2,256
2016-07-08 10:38:00;"08/07/2016 10:38";2,271;2,271
2016-07-08 10:40:00;"08/07/2016 10:40";2,288;2,288
2016-07-08 10:42:00;"08/07/2016 10:42";2,237;2,237
2016-07-08 10:44:00;"08/07/2016 10:44";2,313;2,313
2016-07-08 10:46:00;"08/07/2016 10:46";2,223;2,223
2016-07-08 10:48:00;"08/07/2016 10:48";2,246;2,246
2016-07-08 10:50:00;"08/07/2016 10:50";2,131;2,131
2016-07-08 10:52:00;"08/07/2016 10:52";2,287;2,287
2016-07-08 10:54:00;"08/07/2016 10:54";2,162;2,162
2016-07-08 10:56:00;"08/07/2016 10:56";2,526;2,526
2016-07-08 10:58:00;"08/07/2016 10:58";2,461;2,461
2016-07-08 11:00:00;"08/07/2016 11:00";2,184;2,184
2016-07-08 11:02:00;"08/07/2016 11:02";2,275;2,275
2016-07-08 11:04:00;"08/07/2016 11:04";2,231;2,231
2016-07-08 11:06:00;"08/07/2016 11:06";2,158;2,158
2016-07-08 11:08:00;"08/07/2016 11:08";2,213;2,213
2016-07-08 11:10:00;"08/07/2016 11:10";2,415;2,415
2016-07-08 11:12:00;"08/07/2016 11:12";2,069;2,069
2016-07-08 11:14:00;"08/07/2016 11:14";2,156;2,156
2016-07-08 11:16:00;"08/07/2016 11:16";2,255;2,255
2016-07-08 11:18:00;"08/07/2016 11:18";2,241;2,241
2016-07-08 11:20:00;"08/07/2016 11:20";2,048;2,048
2016-07-08 11:22:00;"08/07/2016 11:22";2,397;2,397
2016-07-08 11:24:00;"08/07/2016 11:24";2,209;2,209
2016-07-08 11:26:00;"08/07/2016 11:26";2,118;2,118
2016-07-08 11:28:00;"08/07/2016 11:28";2,155;2,155
2016-07-08 11:30:00;"08/07/2016 11:30";2,432;2,432
2016-07-08 11:32:00;"08/07/2016 11:32";2,141;2,141
2016-07-08 11:34:00;"08/07/2016 11:34";2,258;2,258
2016-07-08 11:36:00;"08/07/2016 11:36";2,362;2,362
2016-07-08 11:38:00;"08/07/2016 11:38";2,301;2,301
2016-07-08 11:40:00;"08/07/2016 11:40";2,068;2,068
2016-07-08 11:42:00;"08/07/2016 11:42";1,996;1,996
2016-07-08 11:44:00;"08/07/2016 11:44";2,226;2,226
2016-07-08 11:46:00;"08/07/2016 11:46";2,244;2,244
2016-07-08 11:48:00;"08/07/2016 11:48";2,239;2,239
2016-07-08 11:50:00;"08/07/2016 11:50";2,295;2,295
2016-07-08 11:52:00;"08/07/2016 11:52";1,939;1,939
2016-07-08 11:54:00;"08/07/2016 11:54";2,293;2,293
2016-07-08 11:56:00;"08/07/2016 11:56";1,92;1,92
2016-07-08 11:58:00;"08/07/2016 11:58";2,29;2,29
2016-07-08 12:00:00;"08/07/2016 12:00";2,361;2,361
2016-07-08 12:02:00;"08/07/2016 12:02";2,146;2,146
2016-07-08 12:04:00;"08/07/2016 12:04";2,351;2,351
2016-07-08 12:06:00;"08/07/2016 12:06";2,112;2,112
2016-07-08 12:08:00;"08/07/2016 12:08";2,147;2,147
2016-07-08 12:10:00;"08/07/2016 12:10";2,438;2,438
2016-07-08 12:12:00;"08/07/2016 12:12";2,117;2,117
2016-07-08 12:14:00;"08/07/2016 12:14";2,346;2,346
2016-07-08 12:16:00;"08/07/2016 12:16";2,323;2,323
2016-07-08 12:18:00;"08/07/2016 12:18";2,3;2,3
2016-07-08 12:20:00;"08/07/2016 12:20";2,097;2,097
2016-07-08 12:22:00;"08/07/2016 12:22";2,189;2,189
2016-07-08 12:24:00;"08/07/2016 12:24";2,034;2,034
2016-07-08 12:26:00;"08/07/2016 12:26";2,325;2,325
2016-07-08 12:28:00;"08/07/2016 12:28";2,171;2,171
2016-07-08 12:30:00;"08/07/2016 12:30";2,134;2,134
2016-07-08 12:32:00;"08/07/2016 12:32";2,125;2,125
2016-07-08 12:34:00;"08/07/2016 12:34";2,285;2,285
2016-07-08 12:36:00;"08/07/2016 12:36";2,138;2,138
2016-07-08 12:38:00;"08/07/2016 12:38";2,428;2,428
2016-07-08 12:40:00;"08/07/2016 12:40";2,131;2,131
2016-07-08 12:42:00;"08/07/2016 12:42";2,273;2,273
2016-07-08 12:44:00;"08/07/2016 12:44";2,266;2,266
2016-07-08 12:46:00;"08/07/2016 12:46";2,161;2,161
2016-07-08 12:48:00;"08/07/2016 12:48";2,282;2,282
2016-07-08 12:50:00;"08/07/2016 12:50";2,437;2,437
2016-07-08 12:52:00;"08/07/2016 12:52";2,214;2,214
2016-07-08 12:54:00;"08/07/2016 12:54";2,317;2,317
2016-07-08 12:56:00;"08/07/2016 12:56";2,406;2,406
2016-07-08 12:58:00;"08/07/2016 12:58";2,38;2,38
2016-07-08 13:00:00;"08/07/2016 13:00";2,238;2,238
2016-07-08 13:02:00;"08/07/2016 13:02";2,24;2,24
2016-07-08 13:04:00;"08/07/2016 13:04";2,23;2,23
2016-07-08 13:06:00;"08/07/2016 13:06";2,24;2,24
2016-07-08 13:08:00;"08/07/2016 13:08";2,053;2,053
2016-07-08 13:10:00;"08/07/2016 13:10";2,296;2,296
2016-07-08 13:12:00;"08/07/2016 13:12";2,412;2,412
2016-07-08 13:14:00;"08/07/2016 13:14";2,375;2,375
2016-07-08 13:16:00;"08/07/2016 13:16";2,201;2,201
2016-07-08 13:18:00;"08/07/2016 13:18";2,201;2,201
2016-07-08 13:20:00;"08/07/2016 13:20";2,264;2,264
2016-07-08 13:22:00;"08/07/2016 13:22";2,271;2,271
2016-07-08 13:24:00;"08/07/2016 13:24";2,337;2,337
2016-07-08 13:26:00;"08/07/2016 13:26";2,349;2,349
2016-07-08 13:28:00;"08/07/2016 13:28";2,283;2,283
2016-07-08 13:30:00;"08/07/2016 13:30";2,355;2,355
2016-07-08 13:32:00;"08/07/2016 13:32";2,292;2,292
2016-07-08 13:34:00;"08/07/2016 13:34";2,368;2,368
2016-07-08 13:36:00;"08/07/2016 13:36";2,228;2,228
2016-07-08 13:38:00;"08/07/2016 13:38";2,06;2,06
2016-07-08 13:40:00;"08/07/2016 13:40";2,322;2,322
2016-07-08 13:42:00;"08/07/2016 13:42";2,341;2,341
2016-07-08 13:44:00;"08/07/2016 13:44";2,318;2,318
2016-07-08 13:46:00;"08/07/2016 13:46";2,253;2,253
2016-07-08 13:48:00;"08/07/2016 13:48";2,394;2,394
2016-07-08 13:50:00;"08/07/2016 13:50";2,239;2,239
2016-07-08 13:52:00;"08/07/2016 13:52";2,461;2,461
2016-07-08 13:54:00;"08/07/2016 13:54";2,449;2,449
2016-07-08 13:56:00;"08/07/2016 13:56";2,349;2,349
2016-07-08 13:58:00;"08/07/2016 13:58";2,359;2,359
2016-07-08 14:00:00;"08/07/2016 14:00";2,328;2,328
2016-07-08 14:02:00;"08/07/2016 14:02";2,251;2,251
2016-07-08 14:04:00;"08/07/2016 14:04";2,471;2,471
2016-07-08 14:06:00;"08/07/2016 14:06";2,719;2,719
2016-07-08 14:08:00;"08/07/2016 14:08";2,463;2,463
2016-07-08 14:10:00;"08/07/2016 14:10";2,338;2,338
2016-07-08 14:12:00;"08/07/2016 14:12";2,432;2,432
2016-07-08 14:14:00;"08/07/2016 14:14";2,468;2,468
2016-07-08 14:16:00;"08/07/2016 14:16";2,331;2,331
2016-07-08 14:18:00;"08/07/2016 14:18";2,309;2,309
2016-07-08 14:20:00;"08/07/2016 14:20";2,665;2,665
2016-07-08 14:22:00;"08/07/2016 14:22";2,382;2,382
2016-07-08 14:24:00;"08/07/2016 14:24";2,472;2,472
2016-07-08 14:26:00;"08/07/2016 14:26";2,337;2,337
2016-07-08 14:28:00;"08/07/2016 14:28";2,7;2,7
2016-07-08 14:30:00;"08/07/2016 14:30";2,472;2,472
2016-07-08 14:32:00;"08/07/2016 14:32";2,511;2,511
2016-07-08 14:34:00;"08/07/2016 14:34";2,334;2,334
2016-07-08 14:36:00;"08/07/2016 14:36";2,401;2,401
2016-07-08 14:38:00;"08/07/2016 14:38";2,311;2,311
2016-07-08 14:40:00;"08/07/2016 14:40";2,284;2,284
2016-07-08 14:42:00;"08/07/2016 14:42";2,357;2,357
2016-07-08 14:44:00;"08/07/2016 14:44";2,378;2,378
2016-07-08 14:46:00;"08/07/2016 14:46";2,348;2,348
2016-07-08 14:48:00;"08/07/2016 14:48";2,392;2,392
2016-07-08 14:50:00;"08/07/2016 14:50";2,452;2,452
2016-07-08 14:52:00;"08/07/2016 14:52";2,397;2,397
2016-07-08 14:54:00;"08/07/2016 14:54";2,472;2,472
2016-07-08 14:56:00;"08/07/2016 14:56";2,326;2,326
2016-07-08 14:58:00;"08/07/2016 14:58";2,334;2,334
2016-07-08 15:00:00;"08/07/2016 15:00";2,231;2,231
2016-07-08 15:02:00;"08/07/2016 15:02";2,57;2,57
2016-07-08 15:04:00;"08/07/2016 15:04";2,413;2,413
2016-07-08 15:06:00;"08/07/2016 15:06";2,396;2,396
2016-07-08 15:08:00;"08/07/2016 15:08";2,161;2,161
2016-07-08 15:10:00;"08/07/2016 15:10";2,123;2,123
2016-07-08 15:12:00;"08/07/2016 15:12";2,253;2,253
2016-07-08 15:14:00;"08/07/2016 15:14";2,134;2,134
2016-07-08 15:16:00;"08/07/2016 15:16";2,252;2,252
2016-07-08 15:18:00;"08/07/2016 15:18";2,562;2,562
2016-07-08 15:20:00;"08/07/2016 15:20";2,436;2,436
2016-07-08 15:22:00;"08/07/2016 15:22";2,28;2,28
2016-07-08 15:24:00;"08/07/2016 15:24";2,303;2,303
2016-07-08 15:26:00;"08/07/2016 15:26";2,401;2,401
2016-07-08 15:28:00;"08/07/2016 15:28";2,253;2,253
2016-07-08 15:30:00;"08/07/2016 15:30";2,302;2,302
2016-07-08 15:32:00;"08/07/2016 15:32";2,126;2,126
2016-07-08 15:34:00;"08/07/2016 15:34";2,425;2,425
2016-07-08 15:36:00;"08/07/2016 15:36";2,229;2,229
2016-07-08 15:38:00;"08/07/2016 15:38";2,289;2,289
2016-07-08 15:40:00;"08/07/2016 15:40";2,205;2,205
2016-07-08 15:42:00;"08/07/2016 15:42";2,457;2,457
2016-07-08 15:44:00;"08/07/2016 15:44";2,457;2,457
2016-07-08 15:46:00;"08/07/2016 15:46";2,187;2,187
2016-07-08 15:48:00;"08/07/2016 15:48";2,301;2,301
2016-07-08 15:50:00;"08/07/2016 15:50";2,447;2,447
2016-07-08 15:52:00;"08/07/2016 15:52";2,323;2,323
2016-07-08 15:54:00;"08/07/2016 15:54";2,593;2,593
2016-07-08 15:56:00;"08/07/2016 15:56";2,464;2,464
2016-07-08 15:58:00;"08/07/2016 15:58";2,654;2,654
2016-07-08 16:00:00;"08/07/2016 16:00";2,452;2,452
2016-07-08 16:02:00;"08/07/2016 16:02";2,52;2,52
2016-07-08 16:04:00;"08/07/2016 16:04";2,352;2,352
2016-07-08 16:06:00;"08/07/2016 16:06";2,304;2,304
2016-07-08 16:08:00;"08/07/2016 16:08";2,497;2,497
2016-07-08 16:10:00;"08/07/2016 16:10";2,439;2,439
2016-07-08 16:12:00;"08/07/2016 16:12";2,539;2,539
2016-07-08 16:14:00;"08/07/2016 16:14";2,427;2,427
2016-07-08 16:16:00;"08/07/2016 16:16";2,621;2,621
2016-07-08 16:18:00;"08/07/2016 16:18";2,351;2,351
2016-07-08 16:20:00;"08/07/2016 16:20";2,395;2,395
2016-07-08 16:22:00;"08/07/2016 16:22";2,315;2,315
2016-07-08 16:24:00;"08/07/2016 16:24";2,52;2,52
2016-07-08 16:26:00;"08/07/2016 16:26";2,606;2,606
2016-07-08 16:28:00;"08/07/2016 16:28";2,419;2,419
2016-07-08 16:30:00;"08/07/2016 16:30";2,619;2,619
2016-07-08 16:32:00;"08/07/2016 16:32";2,602;2,602
2016-07-08 16:34:00;"08/07/2016 16:34";2,387;2,387
2016-07-08 16:36:00;"08/07/2016 16:36";2,407;2,407
2016-07-08 16:38:00;"08/07/2016 16:38";2,452;2,452
2016-07-08 16:40:00;"08/07/2016 16:40";2,379;2,379
2016-07-08 16:42:00;"08/07/2016 16:42";2,599;2,599
2016-07-08 16:44:00;"08/07/2016 16:44";2,207;2,207
2016-07-08 16:46:00;"08/07/2016 16:46";2,605;2,605
2016-07-08 16:48:00;"08/07/2016 16:48";2,766;2,766
2016-07-08 16:50:00;"08/07/2016 16:50";2,578;2,578
2016-07-08 16:52:00;"08/07/2016 16:52";2,867;2,867
2016-07-08 16:54:00;"08/07/2016 16:54";2,438;2,438
2016-07-08 16:56:00;"08/07/2016 16:56";2,477;2,477
2016-07-08 16:58:00;"08/07/2016 16:58";2,737;2,737
2016-07-08 17:00:00;"08/07/2016 17:00";2,472;2,472
2016-07-08 17:02:00;"08/07/2016 17:02";2,261;2,261
2016-07-08 17:04:00;"08/07/2016 17:04";2,501;2,501
2016-07-08 17:06:00;"08/07/2016 17:06";2,521;2,521
2016-07-08 17:08:00;"08/07/2016 17:08";2,433;2,433
2016-07-08 17:10:00;"08/07/2016 17:10";2,501;2,501
2016-07-08 17:12:00;"08/07/2016 17:12";2,398;2,398
2016-07-08 17:14:00;"08/07/2016 17:14";2,402;2,402
2016-07-08 17:16:00;"08/07/2016 17:16";2,423;2,423
2016-07-08 17:18:00;"08/07/2016 17:18";2,63;2,63
2016-07-08 17:20:00;"08/07/2016 17:20";2,577;2,577
2016-07-08 17:22:00;"08/07/2016 17:22";2,701;2,701
2016-07-08 17:24:00;"08/07/2016 17:24";2,421;2,421
2016-07-08 17:26:00;"08/07/2016 17:26";2,538;2,538
2016-07-08 17:28:00;"08/07/2016 17:28";2,517;2,517
2016-07-08 17:30:00;"08/07/2016 17:30";2,451;2,451
2016-07-08 17:32:00;"08/07/2016 17:32";2,58;2,58
2016-07-08 17:34:00;"08/07/2016 17:34";2,592;2,592
2016-07-08 17:36:00;"08/07/2016 17:36";2,358;2,358
2016-07-08 17:38:00;"08/07/2016 17:38";2,468;2,468
2016-07-08 17:40:00;"08/07/2016 17:40";2,358;2,358
2016-07-08 17:42:00;"08/07/2016 17:42";2,557;2,557
2016-07-08 17:44:00;"08/07/2016 17:44";2,438;2,438
2016-07-08 17:46:00;"08/07/2016 17:46";2,293;2,293
2016-07-08 17:48:00;"08/07/2016 17:48";2,505;2,505
2016-07-08 17:50:00;"08/07/2016 17:50";2,447;2,447
2016-07-08 17:52:00;"08/07/2016 17:52";2,513;2,513
2016-07-08 17:54:00;"08/07/2016 17:54";2,308;2,308
2016-07-08 17:56:00;"08/07/2016 17:56";2,459;2,459
2016-07-08 17:58:00;"08/07/2016 17:58";2,356;2,356
2016-07-08 18:00:00;"08/07/2016 18:00";2,258;2,258
2016-07-08 18:02:00;"08/07/2016 18:02";2,331;2,331
2016-07-08 18:04:00;"08/07/2016 18:04";2,503;2,503
2016-07-08 18:06:00;"08/07/2016 18:06";2,36;2,36
2016-07-08 18:08:00;"08/07/2016 18:08";2,472;2,472
2016-07-08 18:10:00;"08/07/2016 18:10";2,466;2,466
2016-07-08 18:12:00;"08/07/2016 18:12";2,389;2,389
2016-07-08 18:14:00;"08/07/2016 18:14";2,462;2,462
2016-07-08 18:16:00;"08/07/2016 18:16";2,431;2,431
2016-07-08 18:18:00;"08/07/2016 18:18";2,321;2,321
2016-07-08 18:20:00;"08/07/2016 18:20";2,329;2,329
2016-07-08 18:22:00;"08/07/2016 18:22";2,587;2,587
2016-07-08 18:24:00;"08/07/2016 18:24";2,572;2,572
2016-07-08 18:26:00;"08/07/2016 18:26";2,432;2,432
2016-07-08 18:28:00;"08/07/2016 18:28";2,578;2,578
2016-07-08 18:30:00;"08/07/2016 18:30";2,643;2,643
2016-07-08 18:32:00;"08/07/2016 18:32";2,325;2,325
2016-07-08 18:34:00;"08/07/2016 18:34";2,477;2,477
2016-07-08 18:36:00;"08/07/2016 18:36";2,654;2,654
2016-07-08 18:38:00;"08/07/2016 18:38";2,62;2,62
2016-07-08 18:40:00;"08/07/2016 18:40";2,623;2,623
2016-07-08 18:42:00;"08/07/2016 18:42";2,625;2,625
2016-07-08 18:44:00;"08/07/2016 18:44";2,463;2,463
2016-07-08 18:46:00;"08/07/2016 18:46";2,596;2,596
2016-07-08 18:48:00;"08/07/2016 18:48";2,43;2,43
2016-07-08 18:50:00;"08/07/2016 18:50";2,432;2,432
