"","Date","C_t","delta13C_t","f_totC_tC_0","B_lab","B_max","Bstar_lab","Bstar_max","DB_lab","DB_max"
"1","2016-04-05 15:08:00",7.623602113,-31.2333333333333,0.443211436336779,52.0226881122468,44.0002296809422,0.902586246004527,0.712568088950942,0.10792736364718,0.403374660619761
"2","2016-04-14 13:52:00",3.686627797,-31.0666666666667,0.170409198047609,57.2211112380933,48.8476731511412,0.479853165495751,0.378831446444014,1.08397083088296,1.63969638578508
"3","2016-04-18 20:30:00",4.918231505,-30.9333333333333,0.22733835166695,60.9707202193281,52.4211893044573,0.635150206007592,0.501434373163889,0.574430726057336,0.994278919672625
"4","2016-04-26 11:50:00",2.596176704,-30.6,0.120004626037524,68.9674753603622,60.2988597080707,0.551891594979014,0.435703890772906,0.811950044352507,1.29513672284651
"5","2016-05-03 13:10:00",3.224764562,-30.8,0.149060217944961,64.3912231213935,55.7446176583497,0.542489952068447,0.428281541106669,0.843352114056903,1.33491267780541
"6","2016-05-10 00:06:00",2.454447695,-31.0666666666667,0.113453401424227,57.2211112380933,48.8476731511412,0.39015799504336,0.308019469771073,1.56306422706746,2.24654802095212
"7","2016-05-17 09:16:00",1.779697273,-29.4666666666667,0.082264009756081,85.7595611077971,78.5350945463876,0.780313726523555,0.616037152518596,0.281535831049889,0.623278719329859
"8","2016-05-31 12:00:00",1.210360454,-28.6333333333333,0.0559472140047667,91.9641853223989,86.3368784824361,0.874422022655548,0.690333175780696,0.143612551023225,0.448575897962752
"9","2016-06-07 12:00:00",2.363893981,-28.9333333333333,0.109267683029891,90.1266850312393,83.9248515053279,1.04579133020264,0.825624734370509,-0.0437862974000474,0.211204023293273
"10","2016-06-14 13:06:00",0.864562637,-27.6,0.0399631950241861,96.0445680321911,92.1923288126322,1.0031939899357,0.791995255212391,-0.00318382084396288,0.26263382693098
"11","2016-06-21 12:00:00",0.902910201,-28.1666666666667,0.0417357573733435,94.1659966372435,89.3888326337253,0.894556541358138,0.706228848440636,0.117872324181739,0.415971610630203
"12","Median Early",NA,NA,NA,60.9707202193281,52.4211893044573,0.551891594979014,0.435703890772906,0.811950044352507,1.29513672284651
"13","Median Late",NA,NA,NA,93.0650909798212,87.8628555580807,0.884489282006843,0.749112051826513,0.130742437602482,0.339302718780591
"14","Median",NA,NA,NA,64.3912231213935,60.2988597080707,0.635150206007592,0.616037152518596,0.574430726057336,0.623278719329859
