25/03/2016 12:04;1
26/03/2016 08:33;1
27/03/2016 06:04;1
28/03/2016 02:52;2
28/03/2016 22:37;2
30/03/2016 06:20;1
30/03/2016 12:17;0
31/03/2016 01:15;1
31/03/2016 01:56;1
31/03/2016 02:34;1
31/03/2016 03:06;2
31/03/2016 03:39;2
31/03/2016 04:15;2
31/03/2016 04:58;3
31/03/2016 05:42;3
31/03/2016 06:30;3
31/03/2016 07:20;4
31/03/2016 08:12;4
31/03/2016 09:08;4
31/03/2016 10:07;5
31/03/2016 11:06;5
31/03/2016 12:10;5
31/03/2016 13:16;6
31/03/2016 14:25;6
31/03/2016 15:35;6
31/03/2016 16:48;7
31/03/2016 18:04;7
31/03/2016 19:21;7
31/03/2016 20:42;8
31/03/2016 22:05;8
31/03/2016 23:32;8
01/04/2016 00:54;9
01/04/2016 02:09;9
01/04/2016 03:15;9
01/04/2016 04:29;10
01/04/2016 05:46;10
01/04/2016 07:02;10
01/04/2016 08:20;11
01/04/2016 09:36;11
01/04/2016 10:51;11
01/04/2016 12:08;12
01/04/2016 13:26;12
01/04/2016 14:45;12
05/04/2016 15:07;1
05/04/2016 17:22;1
05/04/2016 18:29;1
05/04/2016 19:40;2
05/04/2016 20:49;2
05/04/2016 22:06;2
05/04/2016 23:28;3
06/04/2016 00:55;3
06/04/2016 02:23;3
06/04/2016 03:48;4
06/04/2016 05:07;4
06/04/2016 06:27;4
06/04/2016 07:48;5
06/04/2016 09:11;5
06/04/2016 10:35;5
06/04/2016 11:59;6
06/04/2016 13:25;6
06/04/2016 14:51;6
06/04/2016 16:17;7
06/04/2016 17:45;7
06/04/2016 19:14;7
06/04/2016 20:47;8
06/04/2016 22:22;8
07/04/2016 00:02;8
07/04/2016 01:44;9
07/04/2016 03:26;9
07/04/2016 05:14;9
07/04/2016 07:05;10
07/04/2016 09:01;10
07/04/2016 10:59;10
07/04/2016 13:05;11
07/04/2016 15:16;11
07/04/2016 17:30;11
07/04/2016 19:49;12
07/04/2016 22:10;12
08/04/2016 00:38;12
15/04/2016 20:54;1
16/04/2016 03:25;1
16/04/2016 07:43;1
16/04/2016 09:09;2
16/04/2016 10:27;2
16/04/2016 11:54;2
16/04/2016 13:06;3
16/04/2016 14:04;3
16/04/2016 15:03;3
16/04/2016 16:07;4
16/04/2016 17:18;4
16/04/2016 18:32;4
16/04/2016 19:48;5
16/04/2016 21:13;5
16/04/2016 22:20;5
16/04/2016 23:22;6
17/04/2016 00:14;6
17/04/2016 00:59;6
17/04/2016 01:36;7
17/04/2016 02:09;7
17/04/2016 02:40;7
17/04/2016 03:07;8
17/04/2016 03:32;8
17/04/2016 03:57;8
17/04/2016 04:22;9
17/04/2016 04:47;9
17/04/2016 05:13;9
17/04/2016 05:39;10
17/04/2016 06:06;10
17/04/2016 06:33;10
17/04/2016 07:00;11
17/04/2016 07:27;11
17/04/2016 07:52;11
17/04/2016 08:16;12
17/04/2016 08:40;12
17/04/2016 09:02;12
18/04/2016 14:57;1
18/04/2016 17:31;1
18/04/2016 20:30;1
19/04/2016 00:08;2
19/04/2016 04:16;2
19/04/2016 09:00;2
19/04/2016 14:07;3
19/04/2016 19:29;3
20/04/2016 01:54;3
20/04/2016 09:12;4
20/04/2016 16:39;4
21/04/2016 00:20;4
21/04/2016 09:11;5
21/04/2016 19:50;1
22/04/2016 03:11;1
22/04/2016 10:24;1
22/04/2016 17:01;2
23/04/2016 06:37;2
26/04/2016 11:45;0
26/04/2016 11:50;0
26/04/2016 18:39;1
27/04/2016 01:55;1
27/04/2016 10:12;1
27/04/2016 23:45;1
28/04/2016 07:58;1
28/04/2016 16:16;1
28/04/2016 23:54;2
29/04/2016 07:55;2
29/04/2016 15:44;2
29/04/2016 22:49;3
30/04/2016 06:22;3
30/04/2016 14:12;3
30/04/2016 21:08;4
01/05/2016 01:33;4
01/05/2016 03:12;4
01/05/2016 05:21;5
01/05/2016 08:03;5
01/05/2016 10:46;5
01/05/2016 13:56;6
01/05/2016 17:29;6
01/05/2016 20:44;6
01/05/2016 21:56;7
01/05/2016 23:24;7
02/05/2016 01:06;7
02/05/2016 02:58;8
02/05/2016 04:54;8
02/05/2016 06:57;8
02/05/2016 09:10;9
02/05/2016 11:29;9
02/05/2016 13:58;9
02/05/2016 16:41;10
02/05/2016 19:39;10
02/05/2016 22:58;10
03/05/2016 02:42;11
03/05/2016 07:00;11
03/05/2016 12:00;11
03/05/2016 12:09;0
03/05/2016 16:11;1
03/05/2016 21:56;1
04/05/2016 04:59;1
04/05/2016 12:50;2
04/05/2016 20:47;2
05/05/2016 05:14;2
05/05/2016 14:23;3
05/05/2016 22:55;3
06/05/2016 07:01;3
06/05/2016 14:37;4
06/05/2016 21:06;4
07/05/2016 05:29;4
07/05/2016 14:24;5
07/05/2016 22:53;5
10/05/2016 00:05;5
10/05/2016 11:47;0
11/05/2016 01:59;1
11/05/2016 15:11;1
11/05/2016 19:18;1
11/05/2016 20:26;2
11/05/2016 21:03;2
11/05/2016 22:39;2
12/05/2016 01:06;3
12/05/2016 03:42;3
12/05/2016 06:33;3
12/05/2016 07:57;4
12/05/2016 08:10;4
12/05/2016 08:13;4
12/05/2016 08:15;5
12/05/2016 08:18;5
12/05/2016 08:21;5
12/05/2016 08:24;6
12/05/2016 08:27;6
12/05/2016 08:30;6
12/05/2016 08:34;7
12/05/2016 08:39;7
12/05/2016 08:45;7
12/05/2016 08:52;8
12/05/2016 09:01;8
12/05/2016 09:12;8
12/05/2016 09:26;9
12/05/2016 09:41;9
12/05/2016 09:57;9
12/05/2016 10:12;10
12/05/2016 10:27;10
12/05/2016 10:44;10
12/05/2016 11:03;11
12/05/2016 11:22;11
12/05/2016 11:43;11
12/05/2016 12:04;12
12/05/2016 12:28;12
12/05/2016 12:52;12
13/05/2016 18:05;1
13/05/2016 21:06;1
14/05/2016 01:14;1
14/05/2016 06:17;2
14/05/2016 12:26;2
14/05/2016 19:54;2
15/05/2016 05:38;3
15/05/2016 19:44;3
16/05/2016 15:11;3
17/05/2016 09:16;0
18/05/2016 02:56;1
18/05/2016 22:41;1
19/05/2016 19:09;1
20/05/2016 14:09;2
21/05/2016 09:59;2
22/05/2016 03:56;2
22/05/2016 19:20;3
23/05/2016 18:02;3
25/05/2016 03:38;1
25/05/2016 16:20;1
26/05/2016 04:34;1
26/05/2016 17:41;2
27/05/2016 06:24;2
27/05/2016 19:37;2
28/05/2016 09:00;3
28/05/2016 22:35;3
29/05/2016 12:09;3
29/05/2016 17:39;4
29/05/2016 17:55;4
29/05/2016 18:19;4
29/05/2016 19:53;5
30/05/2016 01:53;5
30/05/2016 05:48;5
30/05/2016 06:46;6
30/05/2016 07:39;6
30/05/2016 08:25;6
30/05/2016 09:06;7
30/05/2016 09:42;7
30/05/2016 10:06;7
30/05/2016 10:32;8
30/05/2016 10:54;8
30/05/2016 11:17;8
30/05/2016 11:38;9
30/05/2016 11:55;9
30/05/2016 12:11;9
30/05/2016 12:31;10
30/05/2016 12:56;10
30/05/2016 13:29;10
30/05/2016 14:04;11
30/05/2016 14:40;11
30/05/2016 15:18;11
30/05/2016 15:59;12
30/05/2016 16:42;12
30/05/2016 17:28;12
31/05/2016 17:25;1
31/05/2016 21:01;1
01/06/2016 00:59;1
01/06/2016 05:27;2
01/06/2016 10:34;2
01/06/2016 16:28;2
01/06/2016 23:01;3
02/06/2016 05:46;3
02/06/2016 12:57;3
02/06/2016 21:07;4
03/06/2016 03:43;4
03/06/2016 04:36;4
03/06/2016 06:22;5
03/06/2016 08:56;5
03/06/2016 12:05;5
03/06/2016 15:34;6
03/06/2016 19:10;6
03/06/2016 21:17;6
03/06/2016 22:24;7
04/06/2016 00:37;7
04/06/2016 03:18;7
04/06/2016 06:02;8
04/06/2016 07:04;8
04/06/2016 08:35;8
04/06/2016 09:24;9
04/06/2016 09:44;9
04/06/2016 10:02;9
04/06/2016 10:21;10
04/06/2016 10:39;10
04/06/2016 11:00;10
04/06/2016 11:27;11
04/06/2016 12:08;11
04/06/2016 13:01;11
04/06/2016 14:12;12
04/06/2016 15:05;12
04/06/2016 15:31;12
07/06/2016 19:33;1
08/06/2016 01:44;1
08/06/2016 07:17;1
08/06/2016 12:27;2
08/06/2016 19:17;2
09/06/2016 02:35;2
09/06/2016 10:35;3
09/06/2016 19:40;3
10/06/2016 05:25;3
10/06/2016 15:58;4
11/06/2016 03:30;4
11/06/2016 14:17;4
12/06/2016 00:42;5
12/06/2016 11:36;5
12/06/2016 23:04;5
13/06/2016 10:43;6
13/06/2016 22:49;6
